Rank,Player,POS,AVG,Player_fixed,player_clean,POS_group,year
349,Jeremy Kerley,WR105,276.0,Jeremy Kerley,jeremy kerley,WR,2021
350,Tyrod Taylor,QB39,289.5,Tyrod Taylor,tyrod taylor,QB,2021
351,Dalton Crossan,RB103,277.0,Dalton Crossan,dalton crossan,RB,2021
352,Keke Coutee,WR106,277.0,Keke Coutee,keke coutee,WR,2021
353,JaMycal Hasty,RB104,277.0,JaMycal Hasty,jamycal hasty,RB,2021
354,Ralph Webb,RB105,278.0,Ralph Webb,ralph webb,RB,2021
355,Mike Boone,RB106,278.0,Mike Boone,mike boone,RB,2021
356,Taylor Russolino,K35,279.0,Taylor Russolino,taylor russolino,K,2021
357,Quez Watkins,WR107,291.0,Quez Watkins,quez watkins,WR,2021
358,Detroit Lions,DST28,321.0,Detroit Lions,detroit lions,DST,2021
359,Brandon Wilds,RB107,280.0,Brandon Wilds,brandon wilds,RB,2021
360,Chris Evans,RB108,297.0,Chris Evans,chris evans,RB,2021
361,Daniel Crawford,TE44,281.0,Daniel Crawford,daniel crawford,TE,2021
362,Tyler Conklin,TE45,339.5,Tyler Conklin,tyler conklin,TE,2021
363,Josh Reynolds,WR108,302.5,Josh Reynolds,josh reynolds,WR,2021
364,Atlanta Falcons,DST29,314.0,Atlanta Falcons,atlanta falcons,DST,2021
365,Randy Bullock,K36,326.5,Randy Bullock,randy bullock,K,2021
366,Dyami Brown,WR109,304.0,Dyami Brown,dyami brown,WR,2021
367,Scotty Miller,WR110,296.0,Scotty Miller,scotty miller,WR,2021
368,Adrian Peterson ,RB109,349.5,Adrian Peterson ,adrian peterson,RB,2021
369,Cincinnati Bengals,DST30,290.0,Cincinnati Bengals,cincinnati bengals,DST,2021
370,C.J. Uzomah,TE46,308.0,C.J. Uzomah,cj uzomah,TE,2021
371,Mo Alie-Cox,TE47,291.0,Mo Alie-Cox,mo alie-cox,TE,2021
372,Kendrick Bourne,WR111,320.5,Kendrick Bourne,kendrick bourne,WR,2021
373,Houston Texans,DST31,326.0,Houston Texans,houston texans,DST,2021
374,Trace McSorley,QB40,292.0,Trace McSorley,trace mcsorley,QB,2021
375,New York Jets,DST32,316.5,New York Jets,new york jets,DST,2021
376,Drew Lock,QB41,296.0,Drew Lock,drew lock,QB,2021
377,Rashard Higgins,WR112,313.5,Rashard Higgins,rashard higgins,WR,2021
378,Jalen Richard,RB110,297.0,Jalen Richard,jalen richard,RB,2021
379,Eno Benjamin,RB111,299.0,Eno Benjamin,eno benjamin,RB,2021
380,Cody Parkey,K37,316.0,Cody Parkey,cody parkey,K,2021
381,Jack Doyle,TE48,344.5,Jack Doyle,jack doyle,TE,2021
382,Travis Fulgham,WR113,302.0,Travis Fulgham,travis fulgham,WR,2021
383,Olamide Zaccheaus,WR114,307.0,Olamide Zaccheaus,olamide zaccheaus,WR,2021
384,Quintez Cephus,WR115,308.0,Quintez Cephus,quintez cephus,WR,2021
385,Adam Humphries,WR116,309.0,Adam Humphries,adam humphries,WR,2021
386,Dee Eskridge,WR117,311.0,Dee Eskridge,dee eskridge,WR,2021
387,Ke'Shawn Vaughn,RB112,313.0,Ke'Shawn Vaughn,keshawn vaughn,RB,2021
388,Tim Patrick,WR118,317.0,Tim Patrick,tim patrick,WR,2021
389,Kalen Ballage,RB113,318.0,Kalen Ballage,kalen ballage,RB,2021
390,Chris Conley,WR119,319.0,Chris Conley,chris conley,WR,2021
392,Deonte Harty,WR120,325.0,Deonte Harty,deonte harty,WR,2021
393,David Moore,WR121,329.0,David Moore,david moore,WR,2021
394,Kerryon Johnson,RB115,334.0,Kerryon Johnson,kerryon johnson,RB,2021
396,Ito Smith,RB117,337.0,Ito Smith,ito smith,RB,2021
397,Zach Pascal,WR122,341.0,Zach Pascal,zach pascal,WR,2021
398,Ameer Abdullah,RB118,343.0,Ameer Abdullah,ameer abdullah,RB,2021
399,Devin Funchess,WR123,349.0,Devin Funchess,devin funchess,WR,2021
400,Keelan Cole Sr.,WR124,351.0,Keelan Cole Sr.,keelan cole sr,WR,2021
401,Marquise Goodwin,WR125,352.0,Marquise Goodwin,marquise goodwin,WR,2021
402,Jonathan Williams,RB119,353.0,Jonathan Williams,jonathan williams,RB,2021
403,Terry Godwin,WR126,354.0,Terry Godwin,terry godwin,WR,2021
404,Stephen Anderson,TE49,355.0,Stephen Anderson,stephen anderson,TE,2021
405,Case Cookus,QB42,358.0,Case Cookus,case cookus,QB,2021
406,Marcus Mariota,QB43,359.0,Marcus Mariota,marcus mariota,QB,2021
407,Matt Breida,RB120,360.0,Matt Breida,matt breida,RB,2021
408,Tylan Wallace,WR127,362.0,Tylan Wallace,tylan wallace,WR,2021
409,Antonio Gandy-Golden,WR128,365.0,Antonio Gandy-Golden,antonio gandy-golden,WR,2021
410,James Washington,WR129,366.0,James Washington,james washington,WR,2021
412,Tucker McCann,K38,369.0,Tucker McCann,tucker mccann,K,2021
413,Tutu Atwell,WR131,371.0,Tutu Atwell,tutu atwell,WR,2021
414,Preston Williams,WR132,372.0,Preston Williams,preston williams,WR,2021
415,Jalen Guyton,WR133,373.0,Jalen Guyton,jalen guyton,WR,2021
416,Mohamed Sanu Sr.,WR134,374.0,Mohamed Sanu Sr.,mohamed sanu sr,WR,2021
417,Cam Sims,WR135,375.0,Cam Sims,cam sims,WR,2021
418,Shi Smith,WR136,376.0,Shi Smith,shi smith,WR,2021
419,Damiere Byrd,WR137,377.0,Damiere Byrd,damiere byrd,WR,2021
420,Mitchell Trubisky,QB44,378.0,Mitchell Trubisky,mitchell trubisky,QB,2021
421,Albert Wilson,WR138,379.0,Albert Wilson,albert wilson,WR,2021
422,Sam Ehlinger,QB45,380.0,Sam Ehlinger,sam ehlinger,QB,2021
423,Anthony Schwartz,WR139,381.0,Anthony Schwartz,anthony schwartz,WR,2021
424,Antonio Williams,RB121,384.0,Antonio Williams,antonio williams,RB,2021
425,Tyler Johnson,WR140,385.0,Tyler Johnson,tyler johnson,WR,2021
426,Antonio Callaway,WR141,386.0,Antonio Callaway,antonio callaway,WR,2021
427,Dez Fitzpatrick,WR142,387.0,Dez Fitzpatrick,dez fitzpatrick,WR,2021
428,Jordan Love,QB46,388.0,Jordan Love,jordan love,QB,2021
429,Foster Moreau,TE50,389.0,Foster Moreau,foster moreau,TE,2021
430,Ty Montgomery,RB122,391.0,Ty Montgomery,ty montgomery,RB,2021
432,Tyron Billy-Johnson,WR143,393.0,Tyron Billy-Johnson,tyron billy-johnson,WR,2021
433,Matt Ammendola,K39,394.0,Matt Ammendola,matt ammendola,K,2021
434,Jacob Eason,QB47,395.0,Jacob Eason,jacob eason,QB,2021
435,Jermar Jefferson,RB123,396.0,Jermar Jefferson,jermar jefferson,RB,2021
436,Jaylen Samuels,RB124,397.0,Jaylen Samuels,jaylen samuels,RB,2021
437,Colin Kaepernick,QB48,399.0,Colin Kaepernick,colin kaepernick,QB,2021
438,Ryan Santoso,K40,400.0,Ryan Santoso,ryan santoso,K,2021
439,Johnny Manziel,QB49,401.0,Johnny Manziel,johnny manziel,QB,2021
440,Albert Okwuegbunam Jr.,TE52,402.0,Albert Okwuegbunam Jr.,albert okwuegbunam jr,TE,2021
441,Ray Rice,RB125,403.0,Ray Rice,ray rice,RB,2021
442,Kylin Hill ,RB126,404.0,Kylin Hill ,kylin hill,RB,2021
443,Greg Ward,WR144,405.0,Greg Ward,greg ward,WR,2021
444,Easop Winston Jr.,WR145,406.0,Easop Winston Jr.,easop winston jr,WR,2021
445,Michael Strachan,WR146,407.0,Michael Strachan,michael strachan,WR,2021
446,Devin Smith,WR147,408.0,Devin Smith,devin smith,WR,2021
447,Riley Ridley,WR148,409.0,Riley Ridley,riley ridley,WR,2021
448,Aldrick Rosas,K41,411.0,Aldrick Rosas,aldrick rosas,K,2021
449,Dazz Newsome,WR149,412.0,Dazz Newsome,dazz newsome,WR,2021
450,Jody Fortson Jr. ,TE53,413.0,Jody Fortson Jr. ,jody fortson jr,TE,2021
451,Dede Westbrook,WR150,414.0,Dede Westbrook,dede westbrook,WR,2021
452,Tony Romo,QB50,415.0,Tony Romo,tony romo,QB,2021
453,Andy Isabella,WR151,416.0,Andy Isabella,andy isabella,WR,2021
454,Zay Jones,WR152,417.0,Zay Jones,zay jones,WR,2021
455,DeeJay Dallas,RB127,418.0,DeeJay Dallas,deejay dallas,RB,2021
456,Corey Clement,RB128,419.0,Corey Clement,corey clement,RB,2021
457,Demetric Felton Jr.,RB129,420.0,Demetric Felton Jr.,demetric felton jr,RB,2021
458,Will Dissly,TE54,421.0,Will Dissly,will dissly,TE,2021
459,Tom Kennedy,WR153,422.0,Tom Kennedy,tom kennedy,WR,2021
460,Kylen Granson,TE55,423.0,Kylen Granson,kylen granson,TE,2021
461,Devin Duvernay,WR154,424.0,Devin Duvernay,devin duvernay,WR,2021
462,Noah Gray,TE56,425.0,Noah Gray,noah gray,TE,2021
463,Gerrid Doaks,RB130,426.0,Gerrid Doaks,gerrid doaks,RB,2021
464,Simi Fehoko,WR155,427.0,Simi Fehoko,simi fehoko,WR,2021
465,Damoun Patterson,WR156,428.0,Damoun Patterson,damoun patterson,WR,2021
466,Charlie Woerner,TE57,429.0,Charlie Woerner,charlie woerner,TE,2021
467,Greg Joseph,K42,430.0,Greg Joseph,greg joseph,K,2021
468,Pharoh Cooper,WR157,431.0,Pharoh Cooper,pharoh cooper,WR,2021
469,Kyle Rudolph,TE58,432.0,Kyle Rudolph,kyle rudolph,TE,2021
470,Jeremy McNichols,RB131,433.0,Jeremy McNichols,jeremy mcnichols,RB,2021
471,Brandon Dillon,TE59,434.0,Brandon Dillon,brandon dillon,TE,2021
472,Chad Beebe,WR158,436.0,Chad Beebe,chad beebe,WR,2021
473,Taylor Heinicke,QB51,437.0,Taylor Heinicke,taylor heinicke,QB,2021
474,Trent Sherfield Sr.,WR159,438.0,Trent Sherfield Sr.,trent sherfield sr,WR,2021
475,Davis Mills,QB52,439.0,Davis Mills,davis mills,QB,2021
476,Durham Smythe,TE60,440.0,Durham Smythe,durham smythe,TE,2021
477,Chad Henne,QB53,441.0,Chad Henne,chad henne,QB,2021
478,Eddy Pineiro,K43,442.0,Eddy Pineiro,eddy pineiro,K,2021
479,John Wolford,QB54,443.0,John Wolford,john wolford,QB,2021
480,Mike Glennon,QB55,444.0,Mike Glennon,mike glennon,QB,2021
481,Rex Burkhead,RB132,445.0,Rex Burkhead,rex burkhead,RB,2021
482,Willie Snead,WR160,446.0,Willie Snead,willie snead,WR,2021
483,Drew Sample,TE61,447.0,Drew Sample,drew sample,TE,2021
484,Joe Flacco,QB56,448.0,Joe Flacco,joe flacco,QB,2021
485,Jacoby Brissett,QB57,449.0,Jacoby Brissett,jacoby brissett,QB,2021
486,Cornell Powell,WR161,450.0,Cornell Powell,cornell powell,WR,2021
487,Harrison Bryant,TE62,451.0,Harrison Bryant,harrison bryant,TE,2021
488,Gardner Minshew II,QB58,452.0,Gardner Minshew II,gardner minshew ii,QB,2021
489,Jacob Hollister,TE63,453.0,Jacob Hollister,jacob hollister,TE,2021
