Rank,Player,POS,AVG,Player_fixed,player_clean,POS_group,year
348,Theo Johnson,TE49,333.0,Theo Johnson,theo johnson,TE,2024
349,Kendrick Bourne,WR112,334.0,Kendrick Bourne,kendrick bourne,WR,2024
350,Equanimeous St. Brown,WR113,334.5,Equanimeous St. Brown,equanimeous st brown,WR,2024
351,Greg Joseph,K31,334.5,Greg Joseph,greg joseph,K,2024
352,Josh Reynolds,WR114,334.5,Josh Reynolds,josh reynolds,WR,2024
353,Tommy DeVito,QB43,343.5,Tommy DeVito,tommy devito,QB,2024
354,DeWayne McBride,RB86,344.0,DeWayne McBride,dewayne mcbride,RB,2024
355,Tyler Scott,WR115,349.0,Tyler Scott,tyler scott,WR,2024
356,Tom Brady,QB44,202.0,Tom Brady,tom brady,QB,2024
357,Brett Maher,K32,352.0,Brett Maher,brett maher,K,2024
358,Trey Lance,QB45,357.5,Trey Lance,trey lance,QB,2024
359,Matt Prater,K33,217.0,Matt Prater,matt prater,K,2024
360,Cooper Rush,QB46,359.0,Cooper Rush,cooper rush,QB,2024
361,Spencer Rattler,QB47,361.0,Spencer Rattler,spencer rattler,QB,2024
362,Josh Oliver,TE50,363.0,Josh Oliver,josh oliver,TE,2024
363,D.J. Montgomery,WR116,364.0,D.J. Montgomery,dj montgomery,WR,2024
364,Patrick Taylor Jr.,RB87,364.5,Patrick Taylor Jr.,patrick taylor jr,RB,2024
365,Elijah Higgins,TE51,365.0,Elijah Higgins,elijah higgins,TE,2024
366,Chris Naggar,K34,233.0,Chris Naggar,chris naggar,K,2024
367,Johnny Wilson,WR117,367.0,Johnny Wilson,johnny wilson,WR,2024
368,Davis Allen,TE52,367.0,Davis Allen,davis allen,TE,2024
369,Ramiz Ahmed,K35,435.0,Ramiz Ahmed,ramiz ahmed,K,2024
370,Anthony McFarland Jr.,RB88,463.3,Anthony McFarland Jr.,anthony mcfarland jr,RB,2024
371,Mo Alie-Cox,TE53,368.5,Mo Alie-Cox,mo alie-cox,TE,2024
372,Mason Crosby,K36,237.0,Mason Crosby,mason crosby,K,2024
373,Chase McLaughlin,K37,237.0,Chase McLaughlin,chase mclaughlin,K,2024
374,Michael Wiley,RB89,238.0,Michael Wiley,michael wiley,RB,2024
375,DJ Chark Jr.,WR118,371.0,DJ Chark Jr.,dj chark jr,WR,2024
376,David Moore,WR119,371.0,David Moore,david moore,WR,2024
377,Nick Folk,K38,242.0,Nick Folk,nick folk,K,2024
378,John Metchie III,WR120,371.5,John Metchie III,john metchie iii,WR,2024
379,Robert Woods,WR121,373.0,Robert Woods,robert woods,WR,2024
380,Michael Pratt,QB48,522.0,Michael Pratt,michael pratt,QB,2024
381,Lucas Havrisik,K39,399.0,Lucas Havrisik,lucas havrisik,K,2024
382,Tanner Brown,K40,402.5,Tanner Brown,tanner brown,K,2024
383,Lucky Jackson,WR122,379.5,Lucky Jackson,lucky jackson,WR,2024
384,Tyson Bagent,QB49,380.0,Tyson Bagent,tyson bagent,QB,2024
385,Julio Jones,WR123,380.0,Julio Jones,julio jones,WR,2024
386,Trace McSorley,QB50,431.0,Trace McSorley,trace mcsorley,QB,2024
387,Jacob Saylors,RB90,564.5,Jacob Saylors,jacob saylors,RB,2024
388,Adam Trautman,TE54,381.0,Adam Trautman,adam trautman,TE,2024
389,Julian Hill,TE55,382.0,Julian Hill,julian hill,TE,2024
390,Jaren Hall,QB51,510.5,Jaren Hall,jaren hall,QB,2024
391,Rasheen Ali,RB91,382.5,Rasheen Ali,rasheen ali,RB,2024
392,Rodrigo Blankenship,K41,265.0,Rodrigo Blankenship,rodrigo blankenship,K,2024
393,Jeff Wilson Jr.,RB92,384.5,Jeff Wilson Jr.,jeff wilson jr,RB,2024
394,Cornelius Johnson,WR124,269.0,Cornelius Johnson,cornelius johnson,WR,2024
395,Devin Leary,QB52,583.5,Devin Leary,devin leary,QB,2024
396,Joe Milton III,QB53,386.0,Joe Milton III,joe milton iii,QB,2024
397,Ronnie Bell,WR125,386.0,Ronnie Bell,ronnie bell,WR,2024
399,Anthony Jones,RB94,274.0,Anthony Jones,anthony jones,RB,2024
400,Tanner Hudson,TE56,387.5,Tanner Hudson,tanner hudson,TE,2024
401,Dante Miller,RB95,536.0,Dante Miller,dante miller,RB,2024
402,K.J. Costello,QB54,276.0,K.J. Costello,kj costello,QB,2024
403,Tejhaun Palmer,WR126,276.0,Tejhaun Palmer,tejhaun palmer,WR,2024
404,Bo Melton,WR127,389.0,Bo Melton,bo melton,WR,2024
405,Austin Hooper,TE57,389.5,Austin Hooper,austin hooper,TE,2024
406,Brandon Powell,WR128,389.5,Brandon Powell,brandon powell,WR,2024
407,Derius Davis,WR129,520.5,Derius Davis,derius davis,WR,2024
408,Christopher Dunn,K42,279.0,Christopher Dunn,christopher dunn,K,2024
409,Carolina Panthers,DST32,280.0,Carolina Panthers,carolina panthers,DST,2024
410,Charlie Taumoepeau,TE58,280.0,Charlie Taumoepeau,charlie taumoepeau,TE,2024
411,Raheem Blackshear,RB96,410.5,Raheem Blackshear,raheem blackshear,RB,2024
412,Cordarrelle Patterson,RB97,281.0,Cordarrelle Patterson,cordarrelle patterson,RB,2024
413,Gerald Everett,TE59,284.0,Gerald Everett,gerald everett,TE,2024
414,Dylan McDuffie,RB98,284.0,Dylan McDuffie,dylan mcduffie,RB,2024
415,Nathan Rourke,QB55,519.5,Nathan Rourke,nathan rourke,QB,2024
416,SaRodorick Thompson Jr.,RB99,533.5,SaRodorick Thompson Jr.,sarodorick thompson jr,RB,2024
417,Ainias Smith,WR130,394.0,Ainias Smith,ainias smith,WR,2024
418,Cole Fotheringham,TE60,570.5,Cole Fotheringham,cole fotheringham,TE,2024
419,MyCole Pruitt,TE61,427.0,MyCole Pruitt,mycole pruitt,TE,2024
420,AJ Barner,TE62,395.0,AJ Barner,aj barner,TE,2024
421,Jon Hilliman,RB100,290.0,Jon Hilliman,jon hilliman,RB,2024
422,Jazz Ferguson,WR131,291.0,Jazz Ferguson,jazz ferguson,WR,2024
423,Peyton Hendershot,TE63,396.0,Peyton Hendershot,peyton hendershot,TE,2024
424,Isaiah Williams,WR132,413.0,Isaiah Williams,isaiah williams,WR,2024
425,Jalen Virgil,WR133,292.0,Jalen Virgil,jalen virgil,WR,2024
426,Josh Lambo,K43,293.0,Josh Lambo,josh lambo,K,2024
427,Matt Barkley,QB56,294.0,Matt Barkley,matt barkley,QB,2024
428,Jhamon Ausbon,WR134,294.0,Jhamon Ausbon,jhamon ausbon,WR,2024
429,Patrick Ricard,RB101,397.5,Patrick Ricard,patrick ricard,RB,2024
430,James White,RB102,296.0,James White,james white,RB,2024
431,Ethan Fernea,WR135,297.0,Ethan Fernea,ethan fernea,WR,2024
432,Grant Calcaterra,TE64,414.0,Grant Calcaterra,grant calcaterra,TE,2024
433,Eddy Pineiro,K44,298.0,Eddy Pineiro,eddy pineiro,K,2024
434,Van Jefferson,WR136,299.0,Van Jefferson,van jefferson,WR,2024
435,Trenton Irwin,WR137,400.0,Trenton Irwin,trenton irwin,WR,2024
436,Britain Covey,WR138,415.5,Britain Covey,britain covey,WR,2024
437,Eric Tomlinson,TE65,550.0,Eric Tomlinson,eric tomlinson,TE,2024
438,J.D. McKissic,RB103,301.0,J.D. McKissic,jd mckissic,RB,2024
439,C.J. Ham,RB104,401.0,C.J. Ham,cj ham,RB,2024
440,Max Duggan,QB57,581.0,Max Duggan,max duggan,QB,2024
441,Pharaoh Brown,TE66,402.0,Pharaoh Brown,pharaoh brown,TE,2024
442,Skylar Thompson,QB58,505.5,Skylar Thompson,skylar thompson,QB,2024
443,Kalif Raymond,WR139,304.0,Kalif Raymond,kalif raymond,WR,2024
444,Corey Clement,RB105,305.0,Corey Clement,corey clement,RB,2024
445,Chris Conley,WR140,403.5,Chris Conley,chris conley,WR,2024
446,Peter LeBlanc,WR141,310.0,Peter LeBlanc,peter leblanc,WR,2024
447,DeeJay Dallas,RB106,409.5,DeeJay Dallas,deejay dallas,RB,2024
448,Derek Watt,RB107,311.0,Derek Watt,derek watt,RB,2024
449,Michael Gallup,WR142,311.0,Michael Gallup,michael gallup,WR,2024
450,Eli Stove,WR143,312.0,Eli Stove,eli stove,WR,2024
451,Jalen Brooks,WR144,428.5,Jalen Brooks,jalen brooks,WR,2024
452,Caleb Huntley,RB108,313.0,Caleb Huntley,caleb huntley,RB,2024
453,Johnny Mundt,TE67,407.5,Johnny Mundt,johnny mundt,TE,2024
454,Clayton Thorson,QB59,316.0,Clayton Thorson,clayton thorson,QB,2024
455,Tim Patrick,WR145,319.0,Tim Patrick,tim patrick,WR,2024
456,Andy Dalton,QB60,410.0,Andy Dalton,andy dalton,QB,2024
457,Kyle Allen,QB61,410.0,Kyle Allen,kyle allen,QB,2024
458,Cole McDonald,QB62,321.0,Cole McDonald,cole mcdonald,QB,2024
459,Mac Jones,QB63,418.5,Mac Jones,mac jones,QB,2024
460,Malik Heath,WR146,412.0,Malik Heath,malik heath,WR,2024
461,Malcolm Brown,RB109,324.0,Malcolm Brown,malcolm brown,RB,2024
462,Brandon Allen,QB64,413.0,Brandon Allen,brandon allen,QB,2024
463,Sione Vaki,RB110,442.5,Sione Vaki,sione vaki,RB,2024
464,Calvin Austin III,WR147,326.0,Calvin Austin III,calvin austin iii,WR,2024
465,Robbie Gould,K45,327.0,Robbie Gould,robbie gould,K,2024
466,Alec Pierce,WR148,414.5,Alec Pierce,alec pierce,WR,2024
467,Armani Rogers,TE68,522.5,Armani Rogers,armani rogers,TE,2024
468,Dylan Drummond,WR149,608.5,Dylan Drummond,dylan drummond,WR,2024
469,Anthony Brown Jr.,QB65,432.0,Anthony Brown Jr.,anthony brown jr,QB,2024
470,Xavier Weaver,WR150,474.5,Xavier Weaver,xavier weaver,WR,2024
471,Nelson Agholor,WR151,332.0,Nelson Agholor,nelson agholor,WR,2024
472,Josh Johnson,QB66,446.5,Josh Johnson,josh johnson,QB,2024
473,Jacoby Brissett,QB67,333.0,Jacoby Brissett,jacoby brissett,QB,2024
474,Leonard Fournette,RB111,334.0,Leonard Fournette,leonard fournette,RB,2024
475,Will Mallory,TE69,417.5,Will Mallory,will mallory,TE,2024
476,Donovan Peoples-Jones,WR152,336.0,Donovan Peoples-Jones,donovan peoples-jones,WR,2024
477,Colson Yankoff,TE70,418.5,Colson Yankoff,colson yankoff,TE,2024
478,Charlie Jones,WR153,439.5,Charlie Jones,charlie jones,WR,2024
479,Mack Hollins,WR154,419.0,Mack Hollins,mack hollins,WR,2024
480,Stetson Bennett IV,QB68,546.5,Stetson Bennett IV,stetson bennett iv,QB,2024
481,Josh Gordon,WR155,338.0,Josh Gordon,josh gordon,WR,2024
482,Jordan Akins,TE71,420.0,Jordan Akins,jordan akins,TE,2024
483,Jameis Winston,QB69,421.0,Jameis Winston,jameis winston,QB,2024
484,Malik Willis,QB70,521.0,Malik Willis,malik willis,QB,2024
485,Riley Patterson,K46,422.0,Riley Patterson,riley patterson,K,2024
486,Treylon Burks,WR156,347.0,Treylon Burks,treylon burks,WR,2024
487,Keaontay Ingram,RB112,349.0,Keaontay Ingram,keaontay ingram,RB,2024
488,Sean Clifford,QB71,550.5,Sean Clifford,sean clifford,QB,2024
489,Matt Ryan,QB72,350.0,Matt Ryan,matt ryan,QB,2024
490,Byron Pringle,WR157,580.0,Byron Pringle,byron pringle,WR,2024
491,Ty Johnson,RB113,354.0,Ty Johnson,ty johnson,RB,2024
492,Marcedes Lewis,TE72,428.0,Marcedes Lewis,marcedes lewis,TE,2024
493,Craig Reynolds,RB114,356.0,Craig Reynolds,craig reynolds,RB,2024
494,Drew Ogletree,TE73,441.0,Drew Ogletree,drew ogletree,TE,2024
495,Jalen Nailor,WR158,443.0,Jalen Nailor,jalen nailor,WR,2024
496,Drew Sample,TE74,486.0,Drew Sample,drew sample,TE,2024
497,Sam Howell,QB73,361.0,Sam Howell,sam howell,QB,2024
498,Travis Homer,RB115,485.5,Travis Homer,travis homer,RB,2024
499,Velus Jones Jr.,WR159,442.5,Velus Jones Jr.,velus jones jr,WR,2024
500,Jakob Johnson,RB116,364.0,Jakob Johnson,jakob johnson,RB,2024
501,Ryan Flournoy,WR160,462.5,Ryan Flournoy,ryan flournoy,WR,2024
502,Henry Pearson,RB117,367.0,Henry Pearson,henry pearson,RB,2024
503,Jake Tonges,TE75,532.0,Jake Tonges,jake tonges,TE,2024
504,Tutu Atwell,WR161,370.0,Tutu Atwell,tutu atwell,WR,2024
505,Shane Zylstra,TE76,372.0,Shane Zylstra,shane zylstra,TE,2024
506,Chris Blair,WR162,605.5,Chris Blair,chris blair,WR,2024
507,Nick Sciba,K47,373.0,Nick Sciba,nick sciba,K,2024
508,Alec Ingold,RB118,374.0,Alec Ingold,alec ingold,RB,2024
509,Justyn Ross,WR163,375.0,Justyn Ross,justyn ross,WR,2024
510,Jake Funk,RB119,445.5,Jake Funk,jake funk,RB,2024
511,Khari Blasingame,RB120,379.0,Khari Blasingame,khari blasingame,RB,2024
512,Kenny McIntosh,RB121,379.0,Kenny McIntosh,kenny mcintosh,RB,2024
513,Emanuel Wilson,RB122,380.0,Emanuel Wilson,emanuel wilson,RB,2024
514,Ameer Abdullah,RB123,381.0,Ameer Abdullah,ameer abdullah,RB,2024
515,Dante Pettis,WR164,594.5,Dante Pettis,dante pettis,WR,2024
516,Davis Mills,QB74,528.5,Davis Mills,davis mills,QB,2024
517,Nick Foles,QB75,384.0,Nick Foles,nick foles,QB,2024
518,James Turner,K48,385.0,James Turner,james turner,K,2024
519,Tucker Fisk,TE77,565.0,Tucker Fisk,tucker fisk,TE,2024
520,Jarrett Stidham,QB76,386.0,Jarrett Stidham,jarrett stidham,QB,2024
521,Albert Okwuegbunam Jr.,TE78,514.5,Albert Okwuegbunam Jr.,albert okwuegbunam jr,TE,2024
522,Frank Gore Jr.,RB124,387.0,Frank Gore Jr.,frank gore jr,RB,2024
523,Jordan Travis,QB77,556.0,Jordan Travis,jordan travis,QB,2024
524,Justin Jackson,RB125,388.0,Justin Jackson,justin jackson,RB,2024
525,Brayden Narveson,K49,388.0,Brayden Narveson,brayden narveson,K,2024
526,Matthew Wright,K50,389.0,Matthew Wright,matthew wright,K,2024
527,Hunter Long,TE79,534.5,Hunter Long,hunter long,TE,2024
528,Trishton Jackson,WR165,448.5,Trishton Jackson,trishton jackson,WR,2024
529,Steven Sims Jr.,WR166,391.0,Steven Sims Jr.,steven sims jr,WR,2024
530,Hunter Renfrow,WR167,392.0,Hunter Renfrow,hunter renfrow,WR,2024
531,Bailey Zappe,QB78,462.0,Bailey Zappe,bailey zappe,QB,2024
532,Jamari Thrash,WR168,476.5,Jamari Thrash,jamari thrash,WR,2024
533,Kevin Harris,RB126,397.0,Kevin Harris,kevin harris,RB,2024
534,Scotty Miller,WR169,509.5,Scotty Miller,scotty miller,WR,2024
535,Israel Abanikanda,RB127,401.0,Israel Abanikanda,israel abanikanda,RB,2024
536,Ben DiNucci,QB79,520.5,Ben DiNucci,ben dinucci,QB,2024
537,Trey Palmer,WR170,402.0,Trey Palmer,trey palmer,WR,2024
538,Kayshon Boutte,WR171,580.5,Kayshon Boutte,kayshon boutte,WR,2024
539,Deneric Prince,RB128,403.0,Deneric Prince,deneric prince,RB,2024
540,Blake Watson,RB129,562.5,Blake Watson,blake watson,RB,2024
541,River Cracraft,WR172,494.5,River Cracraft,river cracraft,WR,2024
542,Ryan Succop,K51,406.0,Ryan Succop,ryan succop,K,2024
543,Charlie Smyth,K52,406.0,Charlie Smyth,charlie smyth,K,2024
544,Xavier Hutchinson,WR173,580.5,Xavier Hutchinson,xavier hutchinson,WR,2024
545,Rodney Williams,TE80,577.0,Rodney Williams,rodney williams,TE,2024
546,Kareem Hunt,RB130,409.0,Kareem Hunt,kareem hunt,RB,2024
547,Mitchell Trubisky,QB80,455.5,Mitchell Trubisky,mitchell trubisky,QB,2024
548,British Brooks,RB131,573.0,British Brooks,british brooks,RB,2024
549,Matthew Slater,WR174,411.0,Matthew Slater,matthew slater,WR,2024
550,Dare Ogunbowale,RB132,412.0,Dare Ogunbowale,dare ogunbowale,RB,2024
551,Ray-Ray McCloud III,WR175,413.0,Ray-Ray McCloud III,ray-ray mccloud iii,WR,2024
552,Princeton Fant,TE81,484.0,Princeton Fant,princeton fant,TE,2024
553,Parris Campbell,WR176,415.0,Parris Campbell,parris campbell,WR,2024
554,James Robinson,RB133,532.0,James Robinson,james robinson,RB,2024
555,Jake Browning,QB81,416.0,Jake Browning,jake browning,QB,2024
556,Tylan Wallace,WR177,464.5,Tylan Wallace,tylan wallace,WR,2024
557,Josh Pederson,TE82,418.0,Josh Pederson,josh pederson,TE,2024
558,Kylen Granson,TE83,419.0,Kylen Granson,kylen granson,TE,2024
559,Carson Strong,QB82,420.0,Carson Strong,carson strong,QB,2024
560,Mark Ingram,RB134,421.0,Mark Ingram,mark ingram,RB,2024
561,David Bell,WR178,422.0,David Bell,david bell,WR,2024
562,A.J. Green,WR179,423.0,A.J. Green,aj green,WR,2024
563,Cody Schrader,RB135,462.0,Cody Schrader,cody schrader,RB,2024
564,Ben Sims,TE84,651.5,Ben Sims,ben sims,TE,2024
565,Parker Washington,WR180,425.0,Parker Washington,parker washington,WR,2024
566,Brady Russell,TE85,599.0,Brady Russell,brady russell,TE,2024
567,Emari Demercado,RB136,430.0,Emari Demercado,emari demercado,RB,2024
568,Hunter Luepke,RB137,602.0,Hunter Luepke,hunter luepke,RB,2024
569,Jimmy Graham,TE86,431.0,Jimmy Graham,jimmy graham,TE,2024
570,Marquez Valdes-Scantling,WR181,466.0,Marquez Valdes-Scantling,marquez valdes-scantling,WR,2024
571,Zach Pascal,WR182,506.5,Zach Pascal,zach pascal,WR,2024
572,Teddy Bridgewater,QB83,434.0,Teddy Bridgewater,teddy bridgewater,QB,2024
573,Ryan Tannehill,QB84,435.0,Ryan Tannehill,ryan tannehill,QB,2024
574,Brenton Strange,TE87,491.5,Brenton Strange,brenton strange,TE,2024
575,Jha'Quan Jackson,WR183,667.5,Jha'Quan Jackson,jhaquan jackson,WR,2024
576,Noah Brown,WR184,438.0,Noah Brown,noah brown,WR,2024
577,Tanner McKee,QB85,599.5,Tanner McKee,tanner mckee,QB,2024
578,Isaiah McKenzie,WR185,470.5,Isaiah McKenzie,isaiah mckenzie,WR,2024
579,Parker Hesse,TE88,534.0,Parker Hesse,parker hesse,TE,2024
580,Melvin Gordon,RB138,441.0,Melvin Gordon,melvin gordon,RB,2024
581,Tyreik McAllister,RB139,490.0,Tyreik McAllister,tyreik mcallister,RB,2024
582,Rex Burkhead,RB140,443.0,Rex Burkhead,rex burkhead,RB,2024
583,Drew Lock,QB86,444.0,Drew Lock,drew lock,QB,2024
584,Eric Saubert,TE89,510.5,Eric Saubert,eric saubert,TE,2024
585,Donald Parham Jr.,TE90,445.0,Donald Parham Jr.,donald parham jr,TE,2024
586,Caleb Shudak,K53,445.0,Caleb Shudak,caleb shudak,K,2024
587,Jeremy Ruckert,TE91,473.0,Jeremy Ruckert,jeremy ruckert,TE,2024
588,Zack Kuntz,TE92,603.0,Zack Kuntz,zack kuntz,TE,2024
589,Lil'Jordan Humphrey,WR186,447.0,Lil'Jordan Humphrey,liljordan humphrey,WR,2024
590,KJ Hamler,WR187,447.0,KJ Hamler,kj hamler,WR,2024
591,Deonte Harty,WR188,537.5,Deonte Harty,deonte harty,WR,2024
592,Bub Means,WR189,449.0,Bub Means,bub means,WR,2024
593,Quez Watkins,WR190,450.0,Quez Watkins,quez watkins,WR,2024
594,Trent Taylor,WR191,515.0,Trent Taylor,trent taylor,WR,2024
595,Dez Fitzpatrick,WR192,452.0,Dez Fitzpatrick,dez fitzpatrick,WR,2024
596,Kene Nwangwu,RB141,453.0,Kene Nwangwu,kene nwangwu,RB,2024
597,Nathan Peterman,QB87,515.5,Nathan Peterman,nathan peterman,QB,2024
598,Michael Carter,RB142,454.0,Michael Carter,michael carter,RB,2024
599,Lucas Krull,TE93,496.5,Lucas Krull,lucas krull,TE,2024
600,Terrell Bynum,WR193,674.0,Terrell Bynum,terrell bynum,WR,2024
601,Malik Davis,RB143,459.0,Malik Davis,malik davis,RB,2024
602,Ellis Merriweather,RB144,623.0,Ellis Merriweather,ellis merriweather,RB,2024
603,Jerick McKinnon,RB145,460.0,Jerick McKinnon,jerick mckinnon,RB,2024
604,Samson Nacua,WR194,460.0,Samson Nacua,samson nacua,WR,2024
605,Ronnie Rivers,RB146,461.0,Ronnie Rivers,ronnie rivers,RB,2024
606,Randy Bullock,K54,462.0,Randy Bullock,randy bullock,K,2024
607,Cedric Tillman,WR195,462.0,Cedric Tillman,cedric tillman,WR,2024
608,Zach Evans,RB147,463.0,Zach Evans,zach evans,RB,2024
609,Charlie Woerner,TE94,560.5,Charlie Woerner,charlie woerner,TE,2024
610,Chris Rodriguez Jr.,RB148,464.0,Chris Rodriguez Jr.,chris rodriguez jr,RB,2024
611,James McCourt,K55,464.0,James McCourt,james mccourt,K,2024
612,Gunner Olszewski,WR196,548.0,Gunner Olszewski,gunner olszewski,WR,2024
613,E.J. Jenkins,TE95,466.0,E.J. Jenkins,ej jenkins,TE,2024
614,John Stephens Jr.,WR197,620.5,John Stephens Jr.,john stephens jr,WR,2024
615,Xavier Gipson,WR198,467.0,Xavier Gipson,xavier gipson,WR,2024
616,Antoine Green,WR199,609.0,Antoine Green,antoine green,WR,2024
617,Chris Brooks,RB149,468.0,Chris Brooks,chris brooks,RB,2024
618,Jaheim Bell,TE96,484.5,Jaheim Bell,jaheim bell,TE,2024
619,Ian Thomas,TE97,529.5,Ian Thomas,ian thomas,TE,2024
620,Sean Tucker,RB150,469.0,Sean Tucker,sean tucker,RB,2024
621,Devaughn Vele,WR200,631.0,Devaughn Vele,devaughn vele,WR,2024
622,Jonathan Garibay,K56,470.0,Jonathan Garibay,jonathan garibay,K,2024
623,Bryce Perkins,QB88,471.0,Bryce Perkins,bryce perkins,QB,2024
624,Jase McClellan,RB151,471.0,Jase McClellan,jase mcclellan,RB,2024
625,Jacob Harris,TE98,575.0,Jacob Harris,jacob harris,TE,2024
626,Kameron Johnson,WR201,473.0,Kameron Johnson,kameron johnson,WR,2024
627,DeAndre Carter,WR202,636.5,DeAndre Carter,deandre carter,WR,2024
628,Tyrod Taylor,QB89,475.0,Tyrod Taylor,tyrod taylor,QB,2024
629,Xazavian Valladay,RB152,674.5,Xazavian Valladay,xazavian valladay,RB,2024
630,Austin Seibert,K57,545.0,Austin Seibert,austin seibert,K,2024
631,Brandon Bolden,RB153,477.0,Brandon Bolden,brandon bolden,RB,2024
632,Ashton Dulin,WR203,477.0,Ashton Dulin,ashton dulin,WR,2024
633,Damien Harris,RB154,478.0,Damien Harris,damien harris,RB,2024
634,Devin Culp,TE99,478.0,Devin Culp,devin culp,TE,2024
635,DeVante Parker,WR204,479.0,DeVante Parker,devante parker,WR,2024
636,Marcus Mariota,QB90,480.0,Marcus Mariota,marcus mariota,QB,2024
637,Reggie Gilliam,RB155,571.5,Reggie Gilliam,reggie gilliam,RB,2024
638,C.J. Uzomah,TE100,481.0,C.J. Uzomah,cj uzomah,TE,2024
639,Sterling Shepard,WR205,482.0,Sterling Shepard,sterling shepard,WR,2024
640,John Bates,TE101,500.5,John Bates,john bates,TE,2024
641,Chris Oladokun,QB91,597.0,Chris Oladokun,chris oladokun,QB,2024
642,Eno Benjamin,RB156,484.0,Eno Benjamin,eno benjamin,RB,2024
643,Luke Farrell,TE102,580.5,Luke Farrell,luke farrell,TE,2024
644,P.J. Walker,QB92,487.0,P.J. Walker,pj walker,QB,2024
645,Charlie Kolar,TE103,591.0,Charlie Kolar,charlie kolar,TE,2024
646,Matt Breida,RB157,488.0,Matt Breida,matt breida,RB,2024
647,Laviska Shenault Jr.,WR206,569.0,Laviska Shenault Jr.,laviska shenault jr,WR,2024
648,Rashard Higgins,WR207,490.0,Rashard Higgins,rashard higgins,WR,2024
649,Royce Freeman,RB158,491.0,Royce Freeman,royce freeman,RB,2024
650,Chris Moore,WR208,531.5,Chris Moore,chris moore,WR,2024
651,Mason Rudolph,QB93,541.5,Mason Rudolph,mason rudolph,QB,2024
652,Cedrick Wilson Jr.,WR209,494.0,Cedrick Wilson Jr.,cedrick wilson jr,WR,2024
653,Bryce Ford-Wheaton,WR210,679.0,Bryce Ford-Wheaton,bryce ford-wheaton,WR,2024
654,Joe Reed,WR211,495.0,Joe Reed,joe reed,WR,2024
655,Will Dissly,TE104,496.0,Will Dissly,will dissly,TE,2024
656,Boston Scott,RB159,497.0,Boston Scott,boston scott,RB,2024
657,Joshua Kelley,RB160,576.5,Joshua Kelley,joshua kelley,RB,2024
658,Trent Sherfield Sr.,WR212,498.0,Trent Sherfield Sr.,trent sherfield sr,WR,2024
659,Matt Ammendola,K58,498.0,Matt Ammendola,matt ammendola,K,2024
660,Foster Moreau,TE105,499.0,Foster Moreau,foster moreau,TE,2024
661,Desmond Ridder,QB94,596.0,Desmond Ridder,desmond ridder,QB,2024
662,Michael Thomas,WR213,500.0,Michael Thomas,michael thomas,WR,2024
663,Trayveon Williams,RB161,500.0,Trayveon Williams,trayveon williams,RB,2024
664,Andrew Beck,TE106,501.0,Andrew Beck,andrew beck,TE,2024
665,Irv Smith Jr.,TE107,502.0,Irv Smith Jr.,irv smith jr,TE,2024
666,Olamide Zaccheaus,WR214,503.0,Olamide Zaccheaus,olamide zaccheaus,WR,2024
667,Devin Duvernay,WR215,505.0,Devin Duvernay,devin duvernay,WR,2024
668,Harrison Bryant,TE108,506.0,Harrison Bryant,harrison bryant,TE,2024
669,Salvon Ahmed,RB162,508.0,Salvon Ahmed,salvon ahmed,RB,2024
670,Nick Westbrook-Ikhine,WR216,510.0,Nick Westbrook-Ikhine,nick westbrook-ikhine,WR,2024
671,Tim Jones,WR217,511.0,Tim Jones,tim jones,WR,2024
672,Kenny Yeboah,TE109,512.0,Kenny Yeboah,kenny yeboah,TE,2024
673,Tommy Tremble,TE110,514.0,Tommy Tremble,tommy tremble,TE,2024
674,Tre' McKitty,TE111,517.0,Tre' McKitty,tre mckitty,TE,2024
675,Dee Eskridge,WR218,518.0,Dee Eskridge,dee eskridge,WR,2024
676,Jacob Cowing,WR219,520.0,Jacob Cowing,jacob cowing,WR,2024
677,Jack Stoll,TE112,521.0,Jack Stoll,jack stoll,TE,2024
678,John FitzPatrick,TE113,522.0,John FitzPatrick,john fitzpatrick,TE,2024
679,James Mitchell,TE114,524.0,James Mitchell,james mitchell,TE,2024
680,Tyler Goodson,RB163,525.0,Tyler Goodson,tyler goodson,RB,2024
681,Pierre Strong Jr.,RB164,529.0,Pierre Strong Jr.,pierre strong jr,RB,2024
682,Dareke Young,WR220,533.0,Dareke Young,dareke young,WR,2024
683,Harrison Mevis,K59,536.0,Harrison Mevis,harrison mevis,K,2024
684,Brandon Johnson,WR221,537.0,Brandon Johnson,brandon johnson,WR,2024
685,Parker Romo,K60,540.0,Parker Romo,parker romo,K,2024
686,Dorian Thompson-Robinson,QB95,544.0,Dorian Thompson-Robinson,dorian thompson-robinson,QB,2024
687,Josh Whyle,TE115,546.0,Josh Whyle,josh whyle,TE,2024
688,Cameron Latu,TE116,549.0,Cameron Latu,cameron latu,TE,2024
689,Payne Durham,TE117,550.0,Payne Durham,payne durham,TE,2024
690,Spencer Shrader,K61,552.0,Spencer Shrader,spencer shrader,K,2024
691,Duece Watts,WR222,553.0,Duece Watts,duece watts,WR,2024
692,Hassan Hall,RB165,554.0,Hassan Hall,hassan hall,RB,2024
693,Jack Podlesny,K62,556.0,Jack Podlesny,jack podlesny,K,2024
694,Jack Colletto,RB166,557.0,Jack Colletto,jack colletto,RB,2024
695,Allen Robinson,WR223,562.0,Allen Robinson,allen robinson,WR,2024
696,Martavis Bryant,WR224,563.0,Martavis Bryant,martavis bryant,WR,2024
