,team,season,player,offense_snaps,team_snaps,offense_snap_percentage
287,ATL,2017,Terrence Magee,0.0,1024.0,0.0
288,ATL,2017,Terron Ward,74.0,1024.0,0.072265625
289,ATL,2017,Tevin Coleman,424.0,1024.0,0.4140625
290,ATL,2018,Austin Hooper,809.0,1048.0,0.7719465648854962
291,ATL,2018,Brian Hill,66.0,1048.0,0.06297709923664122
292,ATL,2018,Calvin Ridley,644.0,1048.0,0.6145038167938931
293,ATL,2018,Deante Burton,0.0,1048.0,0.0
294,ATL,2018,Devonta Freeman,67.0,1048.0,0.06393129770992366
295,ATL,2018,Eric Saubert,178.0,1048.0,0.16984732824427481
296,ATL,2018,Ito Smith,311.0,1048.0,0.2967557251908397
297,ATL,2018,Jeremy Langford,16.0,1048.0,0.015267175572519083
298,ATL,2018,Julio Jones,818.0,1048.0,0.7805343511450382
299,ATL,2018,Justin Hardy,221.0,1048.0,0.21087786259541985
300,ATL,2018,Logan Paulsen,362.0,1048.0,0.34541984732824427
301,ATL,2018,Marvin Hall,185.0,1048.0,0.1765267175572519
302,ATL,2018,Matt Ryan,1048.0,1048.0,1.0
303,ATL,2018,Matt Schaub,12.0,1048.0,0.011450381679389313
304,ATL,2018,Mohamed Sanu,830.0,1048.0,0.7919847328244275
305,ATL,2018,Russell Gage,60.0,1048.0,0.05725190839694656
306,ATL,2018,Tevin Coleman,580.0,1048.0,0.5534351145038168
307,ATL,2019,Austin Hooper,724.0,1054.0,0.6869070208728653
308,ATL,2019,Brian Hill,211.0,1054.0,0.20018975332068312
309,ATL,2019,Calvin Ridley,627.0,1054.0,0.594876660341556
310,ATL,2019,Christian Blake,255.0,1054.0,0.24193548387096775
311,ATL,2019,Devonta Freeman,598.0,1054.0,0.5673624288425048
312,ATL,2019,Ito Smith,149.0,1054.0,0.1413662239089184
313,ATL,2019,Jaeden Graham,155.0,1054.0,0.14705882352941177
314,ATL,2019,Julio Jones,812.0,1054.0,0.7703984819734345
315,ATL,2019,Justin Hardy,171.0,1054.0,0.16223908918406071
316,ATL,2019,Kenjon Barner,59.0,1054.0,0.055977229601518026
317,ATL,2019,Luke Stocker,436.0,1054.0,0.41366223908918404
318,ATL,2019,Matt Ryan,974.0,1054.0,0.9240986717267552
319,ATL,2019,Matt Schaub,99.0,1054.0,0.09392789373814042
320,ATL,2019,Mohamed Sanu,379.0,1054.0,0.35958254269449713
321,ATL,2019,Olamide Zaccheaus,80.0,1054.0,0.07590132827324478
322,ATL,2019,Qadree Ollison,56.0,1054.0,0.05313092979127135
323,ATL,2019,Russell Gage,454.0,1054.0,0.4307400379506641
324,ATL,2020,Brandon Powell,181.0,1113.0,0.16262353998203055
325,ATL,2020,Brian Hill,327.0,1113.0,0.29380053908355797
326,ATL,2020,Calvin Ridley,822.0,1113.0,0.738544474393531
327,ATL,2020,Chris Rowland,0.0,1113.0,0.0
328,ATL,2020,Christian Blake,275.0,1113.0,0.24707996406109614
329,ATL,2020,Hayden Hurst,786.0,1113.0,0.706199460916442
330,ATL,2020,Ito Smith,225.0,1113.0,0.20215633423180593
331,ATL,2020,Jaeden Graham,114.0,1113.0,0.10242587601078167
332,ATL,2020,Julio Jones,468.0,1113.0,0.42048517520215634
333,ATL,2020,Laquon Treadwell,59.0,1113.0,0.053009883198562445
334,ATL,2020,Luke Stocker,503.0,1113.0,0.4519317160826595
335,ATL,2020,Matt Ryan,1113.0,1113.0,1.0
336,ATL,2020,Matt Schaub,9.0,1113.0,0.008086253369272238
337,ATL,2020,Olamide Zaccheaus,308.0,1113.0,0.27672955974842767
338,ATL,2020,Qadree Ollison,13.0,1113.0,0.011680143755615454
339,ATL,2020,Russell Gage,762.0,1113.0,0.6846361185983828
340,ATL,2020,Todd Gurley,507.0,1113.0,0.4555256064690027
341,ATL,2020,Tony Brooks-James,6.0,1113.0,0.005390835579514825
342,ATL,2021,Austin Trammell,0.0,1023.0,0.0
343,ATL,2021,Calvin Ridley,299.0,1023.0,0.29227761485826004
344,ATL,2021,Christian Blake,110.0,1023.0,0.10752688172043011
345,ATL,2021,Cordarrelle Patterson,473.0,1023.0,0.46236559139784944
346,ATL,2021,Feleipe Franks,14.0,1023.0,0.013685239491691105
347,ATL,2021,Frank Darby,20.0,1023.0,0.019550342130987292
348,ATL,2021,Hayden Hurst,410.0,1023.0,0.40078201368523947
