,Unnamed: 0_x,season,player_x,pfr_id_x,tm,age,pos,g,gs,tgt,rec,yds,td,x1d,ybc,ybc_r,yac,yac_r,adot,brk_tkl,rec_br,drop,drop_percent,int,rat,player_position,team_abbr,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,catch_percentage,avg_expected_yac,avg_yac_above_expectation,player_gsis_id,player_first_name,player_last_name,player_short_name,player_id,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,fantasy_points,fantasy_points_ppr,games,tgt_sh,ay_sh,yac_sh,wopr_y,ry_sh,rtd_sh,rfd_sh,dom,w8dom,yptmpa,ppr_sh,display_name,common_first_name,short_name,football_name,suffix,esb_id,nfl_id,pfr_id_y,pff_id,otc_id,espn_id,smart_id,birth_date,position_group,ngs_position_group,ngs_position,height,weight,headshot,college_name,college_conference,rookie_season,last_season,latest_team,status,ngs_status,ngs_status_short_description,years_of_experience,pff_status,draft_round,draft_pick,draft_team,rookie,Unnamed: 0_y,team,player_y,position_y,offense_snaps,team_snaps,merge_year,AVG,adp_percentile,adp_percentile_pos,POS_group,FantPos,Player_fixed,expected_ppr_pg_prev,expected_ppr_pg_curr_hist,Games_G,Fantasy_PPR,ppg_ppr,per_game_perf_rel_expectations,perf_class
362,4240.0,2020.0,Dallas Goedert,GoedDa00,PHI,25.0,TE,11.0,9.0,65.0,46.0,524.0,3.0,28.0,318.0,6.9,206.0,4.5,8.5,6.0,7.7,1.0,0.015,1.0,103.6,TE,PHI,6.4071428571428575,2.8509259067268204,8.760153846153848,10.931818443615926,70.76923076923077,4.138771865463368,0.3527498736670669,00-0034351,Dallas,Goedert,D.Goedert,00-0034351,0.0,0.0,560.0,14.879573279526085,0.0,17.963896287501033,1.8508334945781144,1.8712008058872776,70.4,116.4,11.0,0.1555023923444976,0.1511470985155195,0.1854912764003673,0.3541712673291621,0.2040498442367601,0.2,0.2276422764227642,0.20202492211838,0.2032398753894081,1.2535885167464116,0.1272520552737449,Dallas Goedert,Dallas,D.Goedert,Dallas,,GOE595520,46118.0,GoedDa00,47272.0,6934.0,3121023.0,3200474f-4559-5520-b7af-5e002aedafbb,1995-01-03,TE,TE,TE,77.0,256.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a6ljhwvkehvyiufdx3d1",South Dakota State,Missouri Valley Football Conference,2018.0,2025.0,PHI,ACT,ACT,Inactive,8.0,A,2.0,49.0,PHI,0.0,5432.0,PHI,Dallas Goedert,TE,604.0,1112.0,2021.0,99.2,0.7910798122065728,0.8524590163934427,TE,TE,Dallas Goedert,8.157897163773486,9.799952833248934,15.0,165.0,7.760000000000001,-2.0399528332489334,under
363,4285.0,2020.0,Dalton Schultz,SchuDa00,DAL,24.0,TE,16.0,14.0,89.0,63.0,615.0,4.0,33.0,336.0,5.3,279.0,4.4,6.4,8.0,7.9,4.0,0.045,2.0,95.5,TE,DAL,6.64758064516129,3.0650836734815274,6.737191011235954,12.848859136337918,70.78651685393258,3.5372186040896056,0.954527427656426,00-0034383,Dalton,Schultz,D.Schultz,00-0034383,1.0,1.0,584.0,13.081543445433166,0.0,20.520361328720465,2.332168386183094,2.016343831738088,83.5,146.5,16.0,0.1392801251956181,0.1227148560621979,0.1354368932038835,0.3070920726431856,0.1363334072267789,0.16,0.1428571428571428,0.1481667036133895,0.1410667257814231,0.9624413145539906,0.0962966858164512,Dalton Schultz,Dalton,D.Schultz,Dalton,,SCH647271,46206.0,SchuDa00,47304.0,7022.0,3117256.0,32005343-4864-7271-8c9c-893e6cc8875d,1996-07-11,TE,WR,TE,77.0,242.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xbl9mhuamzv5udb4hyzj",Stanford,Pacific Twelve Conference,2018.0,2025.0,HOU,ACT,ACT,Active,8.0,A,4.0,137.0,DAL,0.0,1836.0,DAL,Dalton Schultz,TE,973.0,1134.0,2021.0,269.0,0.3779342723004695,0.3934426229508196,TE,TE,Dalton Schultz,4.178889678589082,4.777391445153247,17.0,208.8,8.617647058823529,3.8402556136702817,over
364,4073.0,2020.0,Dan Arnold,ArnoDa00,ARI,25.0,TE,16.0,5.0,45.0,31.0,438.0,4.0,24.0,265.0,8.5,173.0,5.6,12.6,0.0,,1.0,0.022,1.0,120.4,TE,ARI,6.23810810810811,3.904784194227957,12.61111111111111,13.134932207548133,68.88888888888889,5.3837898718614845,0.4249198055578702,00-0034011,Daniel,Arnold,D.Arnold,00-0034011,2.0,1.0,565.0,25.6917289988196,0.0,15.399846622923834,1.2957753653447075,2.042511887684455,65.8,96.8,14.0,0.0875486381322957,0.1454685890834191,0.1081926203877423,0.2476978284651788,0.1239388794567062,0.1666666666666666,0.1283422459893048,0.1453027730616864,0.1324844368986983,0.8521400778210116,0.0729651907798531,Dan Arnold,Dan,D.Arnold,Dan,,ARN413883,45785.0,ArnoDa00,51842.0,6350.0,4212989.0,32004152-4e41-3883-2521-46a3b5976b3b,1995-03-15,TE,TE,TE,78.0,220.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/txr5zwgfdbtwzsre8trk",Wisconsin-Platteville,Wisconsin Intercollegiate Athletic Conference,2017.0,2022.0,JAX,ACT,CUT,Active,6.0,A,,,,0.0,122.0,ARI,Dan Arnold,TE,424.0,1126.0,2021.0,270.5,0.3732394366197182,0.3770491803278688,TE,WR,Dan Arnold,4.268948857491044,5.911929750274577,11.0,75.8,8.799999999999999,2.8880702497254216,over
366,2556.0,2020.0,Darren Waller,WallDa01,LV,28.0,TE,16.0,15.0,145.0,107.0,1196.0,9.0,68.0,624.0,5.8,572.0,5.3,7.8,7.0,15.3,4.0,0.0279999999999999,3.0,110.0,TE,LV,5.777477477477478,2.953782115922538,7.883931034482759,26.33213171018232,73.79310344827587,4.868387932476608,0.8115186095794655,00-0031610,Darren,Waller,D.Waller,00-0031610,2.0,2.0,1128.0,56.33483374726996,1.0,18.31186831243457,4.45577575966716,3.974657406550379,171.60000000000002,278.6,16.0,0.2631578947368421,0.2511130899376669,0.2782101167315175,0.5956273140553967,0.2728724617841661,0.3214285714285714,0.3349514563106796,0.2971505166063687,0.2825836837130471,2.17059891107078,0.1823035950321289,Darren Waller,Darren,D.Waller,Darren,,WAL509040,42547.0,WallDa01,9637.0,4052.0,2576925.0,32005741-4c50-9040-67d6-042691fb535a,1992-09-13,TE,,,78.0,238.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/loyehiyzcu2lexjk7plq",Georgia Tech,Atlantic Coast Conference,2015.0,2025.0,MIA,ACT,ACT,Inactive,8.0,A,6.0,204.0,BAL,0.0,3778.0,LV,Darren Waller,TE,993.0,1074.0,2021.0,22.4,0.955399061032864,0.9836065573770492,TE,TE,Darren Waller,12.455579739420712,14.480358362321342,11.0,133.5,25.327272727272728,10.846914364951386,over
367,3918.0,2020.0,David Njoku,NjokDa00,CLE,24.0,TE,13.0,5.0,29.0,19.0,213.0,2.0,13.0,126.0,6.6,87.0,4.6,7.4,2.0,9.5,1.0,0.034,0.0,110.3,,,,,,,,,,,,,,00-0033885,0.0,0.0,216.0,11.381847840867628,0.0,10.8500062704213,0.9379132198211144,0.7875247445891176,33.3,52.3,11.0,0.0773333333333333,0.0687241489023226,0.082778306374881,0.1709793191218581,0.0779078273591806,0.1111111111111111,0.0928571428571428,0.0945094692351458,0.0845484841095667,0.568,0.0543455671474292,David Njoku,David,D.Njoku,David,,NJO355964,44841.0,NjokDa00,11784.0,5613.0,3123076.0,32004e4a-4f35-5964-1f03-4dc0b4e0b757,1996-07-10,TE,TE,TE,76.0,246.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gdwtgcfz3mxj6codxdpn",Miami,Atlantic Coast Conference,2017.0,2025.0,CLE,ACT,ACT,Active,9.0,A,1.0,29.0,CLE,0.0,1622.0,CLE,David Njoku,TE,410.0,1052.0,2021.0,324.0,0.2394366197183098,0.2622950819672131,TE,TE,David Njoku,5.0753712735405605,3.8690023970663567,16.0,107.6,3.26875,-0.6002523970663569,neutral
368,5051.0,2020.0,Dawson Knox,KnoxDa00,BUF,24.0,TE,12.0,7.0,44.0,24.0,288.0,3.0,14.0,128.0,5.3,160.0,6.7,8.2,0.0,,4.0,0.091,1.0,88.1,TE,BUF,5.042187499999999,3.969420906644357,8.287272727272727,7.193671210716328,54.54545454545454,5.414871766442498,1.818044900224168,00-0035689,Dawson,Knox,D.Knox,00-0035689,2.0,2.0,360.0,-0.1738125857056678,0.0,11.252030578117534,1.1448704813836392,0.924751628228376,42.8,66.8,11.0,0.1006864988558352,0.0966183574879227,0.122044241037376,0.228324434274091,0.082830025884383,0.0967741935483871,0.0790960451977401,0.089802109716385,0.0856188594171838,0.6590389016018307,0.053372537113089,Dawson Knox,Dawson,D.Knox,Dawson,,KNO490795,47879.0,KnoxDa00,35883.0,7887.0,3930086.0,32004b4e-4f49-0795-942a-0c363ee9b439,1996-11-14,TE,TE,TE,76.0,254.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mswln16dmfhi7m7pzh7q",Mississippi,Southeastern Conference,2019.0,2025.0,BUF,ACT,ACT,Active,7.0,A,3.0,96.0,BUF,0.0,771.0,BUF,Dawson Knox,TE,487.0,1080.0,2021.0,274.0,0.352112676056338,0.360655737704918,TE,TE,Dawson Knox,5.220154310819564,4.680532641377656,15.0,164.1,4.453333333333333,-0.2271993080443231,neutral
370,4983.0,2020.0,Drew Sample,SampDr00,CIN,24.0,TE,16.0,13.0,53.0,40.0,349.0,1.0,16.0,151.0,3.8,198.0,5.0,4.2,5.0,8.0,3.0,0.057,1.0,90.8,TE,CIN,5.8521875,3.855346142624045,4.454905660377357,4.953446706024025,75.47169811320755,4.840522950368609,0.3589770496313917,00-0035631,Drew,Sample,D.Sample,00-0035631,1.0,1.0,222.0,2.363057419541292,0.0,44.51967738144209,1.5451051526337716,0.8018449436762651,38.9,78.9,16.0,0.0912220309810671,0.046964247937381,0.1104910714285714,0.1744044448215055,0.0920116003163722,0.0526315789473684,0.0796019900497512,0.0723215896318703,0.0841355960425715,0.6006884681583476,0.0607942549814304,Drew Sample,Drew,D.Sample,Drew,,SAM093961,47835.0,SampDr00,47259.0,7843.0,3127310.0,32005341-4d09-3961-4a51-98a97d3cf50f,1996-04-16,TE,TE,TE,77.0,260.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dvq8fanrbrpfgf2j3kpm",Washington,Pacific Twelve Conference,2019.0,2025.0,CIN,ACT,ACT,Active,7.0,A,2.0,52.0,CIN,0.0,1410.0,CIN,Drew Sample,TE,868.0,1057.0,2021.0,447.0,0.0140845070422535,0.0327868852459016,TE,TE,Drew Sample,2.35939864179119,3.2652240017701555,17.0,19.1,4.641176470588236,1.3759524688180802,neutral
371,4522.0,2020.0,Durham Smythe,SmytDu00,MIA,25.0,TE,15.0,13.0,29.0,26.0,208.0,2.0,13.0,86.0,3.3,122.0,4.7,3.9,2.0,13.0,1.0,0.034,0.0,119.5,,,,,,,,,,,,,,00-0034798,0.0,0.0,114.0,14.01886457850066,0.0,25.6488455988456,0.90758398563049,0.4878035368201597,32.800000000000004,58.8,13.0,0.0638766519823788,0.0332167832167832,0.0914542728635682,0.1223884045469948,0.0677966101694915,0.1052631578947368,0.0792682926829268,0.0865298840321141,0.0752899197145405,0.4581497797356828,0.0529100529100529,Durham Smythe,Durham,D.Smythe,Durham,,SMY283236,46192.0,SmytDu00,47257.0,7008.0,3052897.0,3200534d-5928-3236-3c59-343ab736cca3,1995-08-09,TE,TE,TE,76.0,248.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qmpveaqrfntryixpjqq2",Notre Dame,Independent,2018.0,2025.0,CHI,ACT,ACT,Active,8.0,A,4.0,123.0,MIA,0.0,3999.0,MIA,Durham Smythe,TE,448.0,1055.0,2021.0,440.0,0.0305164319248826,0.0491803278688525,TE,TE,Durham Smythe,,3.3089776941602405,17.0,70.0,3.4588235294117644,0.14984583525152395,neutral
372,2350.0,2020.0,Eric Ebron,EbroEr00,PIT,27.0,TE,15.0,9.0,91.0,56.0,558.0,5.0,30.0,366.0,6.5,192.0,3.4,7.1,0.0,,7.0,0.077,1.0,92.7,TE,PIT,6.495735294117647,2.996042494538109,7.624395604395605,14.619355654354289,61.53846153846154,3.656230578748114,-0.0333734358909714,00-0031387,Eric,Ebron,E.Ebron,00-0031387,1.0,1.0,658.0,1.577922497644681,1.0,12.171401448838452,2.199849827153052,2.441059545192839,85.8,141.8,15.0,0.1486928104575163,0.1552252889832507,0.097809475292919,0.3472194468728751,0.1463798530954879,0.1515151515151515,0.155440414507772,0.1489475023053197,0.1474069127794206,0.9117647058823528,0.09831655434451,Eric Ebron,Eric,E.Ebron,Eric,,EBR474619,41236.0,EbroEr00,8645.0,2949.0,16732.0,32004542-5247-4619-e13a-2be177a1a622,1993-04-10,TE,TE,TE,76.0,253.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uaxsxymncppase7ihczd",North Carolina,Atlantic Coast Conference,2014.0,2021.0,PIT,RES,RES,R/Injured,8.0,,1.0,10.0,DET,0.0,5634.0,PIT,Eric Ebron,TE,766.0,1070.0,2021.0,217.2,0.5328638497652582,0.5737704918032787,TE,TE,Eric Ebron,8.3247685636173,6.154963565548747,8.0,32.5,17.725,11.570036434451254,over
373,3910.0,2020.0,Evan Engram,EngrEv00,NYG,26.0,TE,16.0,14.0,109.0,63.0,654.0,1.0,31.0,367.0,5.8,287.0,4.6,7.2,4.0,15.8,11.0,0.1009999999999999,6.0,55.4,TE,NYG,6.190602409638555,2.947230694005752,7.094220183486239,19.731006925130004,57.798165137614674,3.822835034784793,0.9111332191834608,00-0033881,Evan,Engram,E.Engram,00-0033881,1.0,1.0,785.0,-21.589125085364813,0.0,13.928451282281982,3.448112569172656,3.325552465652388,78.0,141.0,16.0,0.2108317214700193,0.1966925582560761,0.2270569620253164,0.47360162880989,0.1960431654676259,0.0833333333333333,0.1797752808988764,0.1396882494004796,0.1735011990407673,1.264990328820116,0.1249069841607313,Evan Engram,Evan,E.Engram,Evan,,ENG726325,44835.0,EngrEv00,11778.0,5607.0,3051876.0,3200454e-4772-6325-a4a0-9b4b442fe68a,1994-09-02,TE,WR,SLOT_WR,75.0,240.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vsrjso6phkjqki88qw9y",Mississippi,Southeastern Conference,2017.0,2025.0,DEN,ACT,ACT,Active,9.0,A,1.0,23.0,NYG,0.0,4882.0,NYG,Evan Engram,TE,837.0,1008.0,2021.0,159.8,0.6666666666666667,0.7540983606557377,TE,TE,Evan Engram,11.136643902920945,7.996295382405689,15.0,102.5,9.4,1.403704617594311,neutral
374,4663.0,2020.0,Foster Moreau,MoreFo00,LV,23.0,TE,16.0,2.0,9.0,7.0,140.0,2.0,5.0,89.0,12.7,51.0,7.3,12.1,0.0,,0.0,0.0,0.0,158.3,,,,,,,,,,,,,,00-0034981,0.0,0.0,109.0,10.175309042679146,0.0,7.481216931216931,0.2669713304631225,0.4478631897526195,26.0,33.0,7.0,0.0352941176470588,0.0563890325918261,0.0603550295857988,0.0980524025440491,0.0713557594291539,0.1538461538461538,0.0515463917525773,0.1126009566376538,0.0878538383125539,0.5490196078431373,0.0484453448427728,Foster Moreau,Foster,F.Moreau,Foster,,MOR096402,47920.0,MoreFo00,47043.0,7928.0,3843945.0,32004d4f-5209-6402-e68b-97ba5fd58ae3,1997-05-06,TE,,,76.0,250.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/esc21tsccagvyy1ctaoc",LSU,Southeastern Conference,2019.0,2025.0,NO,PUP,RES,R/PUP,7.0,A,4.0,137.0,LV,0.0,3782.0,LV,Foster Moreau,TE,256.0,1074.0,2021.0,389.0,0.1384976525821596,0.1967213114754098,TE,TE,Foster Moreau,2.263083411905788,3.2339064823515526,17.0,85.3,1.9411764705882353,-1.2927300117633174,neutral
375,3528.0,2020.0,George Kittle,KittGe00,SF,27.0,TE,8.0,8.0,63.0,48.0,634.0,2.0,32.0,337.0,7.0,297.0,6.2,7.3,1.0,48.0,5.0,0.079,2.0,104.9,TE,SF,5.670377358490566,3.859116871256198,6.921904761904762,11.569348972082128,76.19047619047619,4.351664934478072,2.2729183988552606,00-0033288,George,Kittle,G.Kittle,00-0033288,0.0,0.0,460.0,37.16013993174728,0.0,10.91811926720498,1.938413182346109,2.2844614299038684,77.10000000000001,125.1,8.0,0.2324723247232472,0.2504082743603701,0.2573656845753899,0.549035106573167,0.3033492822966507,0.1538461538461538,0.2962962962962963,0.2285977180714022,0.2734486566065514,2.339483394833948,0.1683714670255719,George Kittle,George,G.Kittle,George,,KIT388290,44959.0,KittGe00,11901.0,5732.0,3040151.0,32004b49-5438-8290-eeed-c9c9cca62ec1,1993-10-09,TE,TE,TE,76.0,250.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ztz3xqjaqgok9m4nylgs",Iowa,Big Ten Conference,2017.0,2025.0,SF,RES,RES,R/Injured,9.0,IR,5.0,146.0,SF,0.0,6125.0,SF,George Kittle,TE,443.0,1065.0,2021.0,26.8,0.9460093896713616,0.9672131147540984,TE,TE,George Kittle,15.346718589552657,14.147031459645568,14.0,198.0,8.935714285714285,-5.211317173931283,under
376,3942.0,2020.0,Gerald Everett,EverGe00,LA,26.0,TE,16.0,7.0,62.0,41.0,417.0,1.0,24.0,174.0,4.2,243.0,5.9,6.2,6.0,6.8,7.0,0.113,1.0,83.9,TE,LAR,5.726792452830188,3.6019644774990733,6.309999999999999,10.254299928181632,66.12903225806451,4.983655412288744,1.0426860511258909,00-0033895,Gerald,Everett,G.Everett,00-0033895,1.0,1.0,385.0,-1.454359962771168,0.0,22.99990427686113,1.6975772154550592,1.5734977470729687,51.900000000000006,92.9,15.0,0.1101243339253996,0.1036060279870828,0.1137640449438202,0.2480713232777658,0.1064862104187946,0.0588235294117647,0.1269841269841269,0.0826548699152797,0.0969536742173887,0.7406749555950266,0.0696120011389692,Gerald Everett,Gerald,G.Everett,Gerald,,EVE166115,44856.0,EverGe00,11799.0,5630.0,3918639.0,32004556-4516-6115-f11c-124334bc44da,1994-06-25,TE,WR,TE,75.0,252.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aayw74rhaupmfnnikzak",South Alabama; UAB; Hutchinson CC,Sun Belt Conference,2017.0,2024.0,CHI,ACT,ACT,Active,8.0,A,2.0,44.0,LA,0.0,3516.0,LA,Gerald Everett,TE,636.0,1119.0,2021.0,179.6,0.6244131455399061,0.6885245901639344,TE,TE,Gerald Everett,4.102730576189068,7.20247048515549,15.0,117.8,6.193333333333333,-1.0091371518221566,neutral
378,4555.0,2020.0,Hayden Hurst,HursHa00,ATL,27.0,TE,16.0,9.0,88.0,56.0,571.0,6.0,35.0,326.0,5.8,245.0,4.4,6.8,2.0,28.0,4.0,0.045,2.0,95.4,TE,ATL,6.558548387096774,3.418660985400963,6.696136363636364,10.767951611282172,63.63636363636363,5.195441399944125,-0.4082985428012682,00-0034830,Hayden,Hurst,H.Hurst,00-0034830,0.0,0.0,594.0,15.596026043973216,0.0,15.097131554413492,2.3714876041374,1.9091041231617936,93.1,149.1,16.0,0.1401273885350318,0.1096547904744323,0.1490267639902676,0.2979149151820937,0.1235930735930735,0.2222222222222222,0.1440329218106996,0.1729076479076479,0.1433189033189033,0.9092356687898088,0.0978346456692913,Hayden Hurst,Hayden,H.Hurst,Hayden,,HUR495014,46094.0,HursHa00,47294.0,6910.0,3924365.0,32004855-5249-5014-7c57-e10d2c41fe87,1993-08-24,TE,,,76.0,245.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qxvkvmi2fphxjqyb21nv",South Carolina,Southeastern Conference,2018.0,2024.0,LAC,ACT,CUT,R/UFA,7.0,A,1.0,25.0,BAL,0.0,330.0,ATL,Hayden Hurst,TE,786.0,1113.0,2021.0,246.7,0.4483568075117371,0.5245901639344263,TE,TE,Hayden Hurst,9.607958664631765,5.323394220945066,13.0,64.1,11.46923076923077,6.145836548285703,over
379,3399.0,2020.0,Hunter Henry,HenrHu00,LAC,26.0,TE,14.0,14.0,93.0,60.0,613.0,4.0,35.0,387.0,6.5,226.0,3.8,8.0,3.0,20.0,2.0,0.022,1.0,93.2,TE,LAC,5.197761194029852,2.469098920961302,8.28043010752688,16.37673639170785,64.51612903225806,3.3912190688306643,0.7649475978360023,00-0033090,Hunter,Henry,H.Henry,00-0033090,0.0,0.0,741.0,18.15768157797277,0.0,15.83449238620827,2.499440023172955,2.4978750599511303,85.30000000000001,145.3,14.0,0.1651865008880994,0.1736583079446918,0.1128871128871128,0.3867063976879026,0.153518657650889,0.1481481481481481,0.1767676767676767,0.1508334028995186,0.1524445557503408,1.088809946714032,0.1046061251817828,Hunter Henry,Hunter,H.Henry,Hunter,,HEN617052,43324.0,HenrHu00,10669.0,4748.0,3046439.0,32004845-4e61-7052-805d-daad1175a3b2,1994-12-07,TE,TE,TE,77.0,249.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l0fsrutz9fwbohx10lcf",Arkansas,Southeastern Conference,2016.0,2025.0,NE,ACT,ACT,Active,10.0,A,2.0,35.0,LAC,0.0,3671.0,LAC,Hunter Henry,TE,913.0,1171.0,2021.0,153.2,0.6807511737089202,0.7704918032786885,TE,TE,Hunter Henry,10.120492230004082,8.294511049989516,17.0,164.3,8.547058823529412,0.2525477735398951,neutral
380,1610.0,2020.0,Jack Doyle,DoylJa00,IND,30.0,TE,14.0,12.0,33.0,23.0,251.0,3.0,13.0,160.0,7.0,91.0,4.0,6.9,1.0,23.0,0.0,0.0,0.0,122.2,,,,,,,,,,,,,,00-0030181,1.0,1.0,229.0,12.01016135867638,0.0,16.28738578361168,0.978964111287288,0.805755877237044,41.1,64.10000000000001,13.0,0.0712742980561555,0.067116060961313,0.0502207505518763,0.1606042958532836,0.0731778425655976,0.1428571428571428,0.0797546012269938,0.1080174927113702,0.0871137026239067,0.5421166306695464,0.0518818292189397,Jack Doyle,Jack,J.Doyle,Jack,,DOY403968,40641.0,DoylJa00,8520.0,2520.0,16504.0,3200444f-5940-3968-7855-934761d8ebfe,1990-05-05,TE,TE,TE,78.0,262.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h6abyvmg2g93llboizi6",Western Kentucky,Sun Belt Conference,2013.0,2021.0,IND,ACT,ACT,Active,9.0,,,,,0.0,2912.0,IND,Jack Doyle,TE,541.0,1054.0,2021.0,344.5,0.215962441314554,0.2295081967213115,TE,TE,Jack Doyle,7.568519183627057,3.455427439037784,17.0,79.2,3.770588235294118,0.31516079625633386,neutral
381,3623.0,2020.0,Jacob Hollister,HollJa03,SEA,27.0,TE,16.0,5.0,40.0,25.0,209.0,3.0,14.0,129.0,5.2,80.0,3.2,5.9,0.0,,2.0,0.05,1.0,90.5,,,,,,,,,,,,,,00-0033387,0.0,0.0,237.0,5.621273990256535,1.0,17.217081236288553,1.1869883736805298,0.8834394989562966,40.9,65.9,13.0,0.0852878464818763,0.0610824742268041,0.0545702592087312,0.1767977491042578,0.0618343195266272,0.1,0.0795454545454545,0.0809171597633136,0.0694674556213017,0.4456289978678038,0.0505484390580655,Jacob Hollister,Jacob,J.Hollister,Jacob,,HOL292467,45281.0,HollJa03,12051.0,6126.0,3125404.0,3200484f-4c29-2467-de51-661befd08df1,1993-11-18,TE,TE,TE,76.0,245.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qdny7ap8ly1ozectd8zu",Wyoming; Arizona Western,Mountain West Conference,2017.0,2022.0,SEA,DEV,CUT,Active,6.0,A,,,,0.0,5913.0,SEA,Jacob Hollister,TE,374.0,1047.0,2021.0,453.0,0.0,0.0,TE,TE,Jacob Hollister,4.3382270367227935,3.232710787259313,7.0,20.5,9.414285714285715,6.181574927026402,over
382,565.0,2020.0,Jared Cook,CookJa02,NO,33.0,TE,15.0,5.0,60.0,37.0,504.0,7.0,27.0,380.0,10.3,124.0,3.4,11.5,2.0,18.5,2.0,0.033,1.0,120.4,TE,NO,6.297551020408163,2.200846681597638,11.711,21.528958664619967,61.66666666666667,2.0086925200277705,1.2969831556479052,00-0027061,Jared,Cook,J.Cook,00-0027061,1.0,1.0,687.0,28.56188854188202,0.0,11.1928249037601,1.874586513322056,3.623819714561228,90.4,127.4,15.0,0.1207243460764587,0.2273328921244209,0.0680944535969247,0.3629528328142248,0.1362530413625304,0.2692307692307692,0.1467391304347826,0.2027419052966498,0.1628485869361781,1.0140845070422535,0.0866101049654647,Jared Cook,Jared,J.Cook,Jared,,COO152641,34540.0,CookJa02,5012.0,65.0,12537.0,3200434f-4f15-2641-bb32-32c02af1d6b5,1987-04-07,TE,WR,SLOT_WR,77.0,250.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cthoenebptadlu4g928v",South Carolina,Southeastern Conference,2009.0,2021.0,LAC,ACT,ACT,Active,13.0,,3.0,89.0,TEN,0.0,4637.0,NO,Jared Cook,TE,466.0,1014.0,2021.0,165.4,0.6549295774647887,0.7213114754098361,TE,TE,Jared Cook,9.628738144295347,7.760271155378019,16.0,132.4,7.9625,0.2022288446219811,neutral
383,688.0,2020.0,Jimmy Graham,GrahJi00,CHI,34.0,TE,16.0,15.0,76.0,50.0,456.0,8.0,32.0,258.0,5.2,198.0,4.0,6.8,1.0,50.0,1.0,0.013,3.0,100.5,TE,CHI,5.75904761904762,3.03781797448002,7.101842105263158,11.474137802749594,65.78947368421053,3.96652621323566,0.16007378676434,00-0027696,Jimmy,Graham,J.Graham,00-0027696,1.0,0.0,519.0,7.926541196948899,0.0,41.71048428370538,1.9927601209730468,1.7066312081030073,93.6,143.6,16.0,0.1237785016286645,0.106570841889117,0.1153174140943506,0.2709244259542904,0.1161783439490445,0.3076923076923077,0.146788990825688,0.2119353258206761,0.1544811366976972,0.742671009771987,0.1012551121139472,Jimmy Graham,Jimmy,J.Graham,Jimmy,,GRA207087,35534.0,GrahJi00,5619.0,1503.0,13232.0,32004752-4120-7087-8983-64184106d580,1986-11-24,TE,TE,TE,79.0,265.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h7xs06oj6g03mippwtse",Miami,Atlantic Coast Conference,2010.0,2023.0,NO,ACT,ACT,Active,13.0,A,3.0,95.0,NO,0.0,1208.0,CHI,Jimmy Graham,TE,636.0,1041.0,2021.0,260.3,0.4014084507042254,0.4426229508196722,TE,TE,Jimmy Graham,5.2217570425167255,4.959334012376491,15.0,50.7,9.573333333333332,4.613999320956841,over
