Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,Player_fixed,player_clean,POS,POS_group,team,year,PPR_rank_year,ppr_percentile_overall,ppr_percentile_pos
98,Jameis Winston,CLE,QB,30,12,7,181,296,2121,13,12,25,83,3.32,1,0,0,0,,0,5,2,1,,4.0,131,131.1,148.1,143.1,,29,,Jameis Winston,jameis winston,QB,QB,CLE,2024,134.0,0.7329317269076305,0.9436619718309859
99,Rashod Bateman,BAL,WR,25,17,14,0,0,0,0,0,0,0,,0,72,45,756,16.8,9,0,0,9,,,130,174.6,177.6,152.1,,30,,Rashod Bateman,rashod bateman,WR,WR,BAL,2024,98.0,0.8052208835341366,0.9212121212121213
100,Darnell Mooney,ATL,WR,27,16,16,0,1,0,0,0,0,0,,0,106,64,992,15.5,5,0,0,5,,,129,193.2,196.2,161.2,,31,,Darnell Mooney,darnell mooney,WR,WR,ATL,2024,79.0,0.8433734939759037,0.9393939393939394
101,Puka Nacua,LAR,WR,23,11,11,0,0,0,0,0,11,46,4.18,1,106,79,990,12.53,3,0,0,4,,,128,206.6,209.6,167.1,,33,,Puka Nacua,puka nacua,WR,WR,LAR,2024,68.0,0.8654618473895582,0.9494949494949495
102,Xavier Worthy,KAN,WR,21,17,13,0,0,0,0,0,20,104,5.2,3,98,59,638,10.81,6,0,0,9,,,128,187.2,193.2,157.7,,32,,Xavier Worthy,xavier worthy,WR,WR,KAN,2024,83.0,0.8353413654618473,0.9353535353535354
103,D.K. Metcalf,SEA,WR,27,15,12,0,0,0,0,0,0,0,,0,108,66,992,15.03,5,2,2,5,,,125,191.2,196.2,158.2,,34,,D.K. Metcalf,dk metcalf,WR,WR,SEA,2024,81.0,0.8393574297188755,0.9373737373737374
104,Alec Pierce,IND,WR,24,16,13,0,0,0,0,0,0,0,,0,69,37,824,22.27,7,0,0,7,,,124,161.4,164.4,142.9,,35,,Alec Pierce,alec pierce,WR,WR,IND,2024,106.0,0.7891566265060241,0.9151515151515152
105,Tank Bigsby,JAX,RB,23,16,1,0,0,0,0,0,168,766,4.56,7,12,7,54,7.71,0,4,1,7,,,122,129.0,133.0,125.5,,31,,Tank Bigsby,tank bigsby,RB,RB,JAX,2024,138.0,0.7248995983935743,0.929718875502008
106,Quentin Johnston,LAC,WR,23,15,11,0,0,0,0,0,3,6,2.0,0,91,55,711,12.93,8,0,0,8,,,120,174.7,177.7,147.2,,36,,Quentin Johnston,quentin johnston,WR,WR,LAC,2024,97.0,0.8072289156626506,0.9232323232323232
107,Will Levis,TEN,QB,25,12,12,190,301,2091,13,12,45,183,4.07,0,0,0,0,,0,10,6,0,,1.0,120,119.9,143.9,131.9,,30,,Will Levis,will levis,QB,QB,TEN,2024,155.0,0.6907630522088353,0.9416498993963782
108,Justin Fields,PIT,QB,25,10,6,106,161,1106,5,1,62,289,4.66,5,0,0,0,,0,6,1,5,,,119,119.1,127.1,120.1,,31,,Justin Fields,justin fields,QB,QB,PIT,2024,157.0,0.6867469879518072,0.9396378269617707
109,Dak Prescott,DAL,QB,31,8,8,185,286,1978,11,8,13,54,4.15,1,0,0,0,,0,4,1,1,,,117,116.5,128.5,124.5,,32,,Dak Prescott,dak prescott,QB,QB,DAL,2024,160.0,0.6807228915662651,0.937625754527163
110,Keenan Allen,CHI,WR,32,15,15,0,1,0,0,1,0,0,,0,121,70,744,10.63,7,1,0,7,,,114,184.4,188.4,150.4,,37,,Keenan Allen,keenan allen,WR,WR,CHI,2024,85.0,0.8313253012048193,0.9333333333333333
111,Josh Downs,IND,WR,23,14,8,0,0,0,0,0,1,12,12.0,0,107,72,803,11.15,5,0,0,5,,,112,183.5,186.5,147.5,,38,,Josh Downs,josh downs,WR,WR,IND,2024,86.0,0.8293172690763052,0.9313131313131313
112,Cooper Rush,DAL,QB,31,12,8,187,308,1844,12,5,26,18,0.69,0,0,0,0,,0,9,3,0,,1.0,110,109.6,120.6,114.6,,33,,Cooper Rush,cooper rush,QB,QB,DAL,2024,171.0,0.6586345381526104,0.9356136820925554
113,Cooper Kupp,LAR,WR,31,12,11,0,0,0,0,0,2,10,5.0,0,100,67,710,10.6,6,1,0,6,,,108,175.0,178.0,141.5,,39,,Cooper Kupp,cooper kupp,WR,WR,LAR,2024,96.0,0.8092369477911646,0.9252525252525252
114,Khalil Shakir,BUF,WR,24,15,9,0,0,0,0,0,2,4,2.0,0,100,76,821,10.8,4,1,0,4,,,107,182.5,185.5,144.5,,40,,Khalil Shakir,khalil shakir,WR,WR,BUF,2024,88.0,0.8253012048192772,0.9272727272727272
115,Javonte Williams,DEN,RB,24,17,11,0,0,0,0,0,139,513,3.69,4,70,52,346,6.65,0,2,2,4,,,106,157.9,165.9,131.9,,32,,Javonte Williams,javonte williams,RB,RB,DEN,2024,108.0,0.785140562248996,0.9417670682730923
116,George Pickens,PIT,WR,23,14,12,0,0,0,0,0,2,-6,-3.0,0,103,59,900,15.25,3,1,1,3,,,105,164.4,168.4,134.9,,41,,George Pickens,george pickens,WR,WR,PIT,2024,103.0,0.7951807228915663,0.9171717171717172
117,Jordan Mason,SFO,RB,25,12,6,0,0,0,0,0,153,789,5.16,3,14,11,91,8.27,0,3,1,3,,,104,115.0,119.0,109.5,,33,,Jordan Mason,jordan mason,RB,RB,SFO,2024,162.0,0.6767068273092369,0.9196787148594378
118,Nick Westbrook-Ikhine,TEN,WR,27,17,9,0,0,0,0,0,0,0,,0,60,32,497,15.53,9,0,0,9,,,104,135.7,138.7,119.7,,42,,Nick Westbrook-Ikhine,nick westbrook-ikhine,WR,WR,TEN,2024,127.0,0.7469879518072289,0.8929292929292929
119,Deebo Samuel,SFO,WR,28,15,15,0,0,0,0,0,42,136,3.24,1,81,51,670,13.14,3,2,1,4,,,103,153.6,160.6,128.1,,44,,Deebo Samuel,deebo samuel,WR,WR,SFO,2024,110.0,0.7811244979919678,0.9131313131313131
120,Jalen Tolbert,DAL,WR,25,17,15,0,0,0,0,0,0,0,,0,79,49,610,12.45,7,0,0,7,,,103,152.0,155.0,127.5,,43,,Jalen Tolbert,jalen tolbert,WR,WR,DAL,2024,111.0,0.7791164658634538,0.9111111111111111
121,Alexander Mattison,LVR,RB,26,14,7,0,0,0,0,0,132,420,3.18,4,48,36,294,8.17,1,1,1,5,1.0,,101,137.4,144.4,119.4,,34,,Alexander Mattison,alexander mattison,RB,RB,LVR,2024,126.0,0.748995983935743,0.9377510040160643
122,Ray Davis,BUF,RB,25,17,0,0,0,0,0,0,113,442,3.91,3,19,17,189,11.12,3,0,0,6,,,99,116.1,122.1,107.6,,35,,Ray Davis,ray davis,RB,RB,BUF,2024,161.0,0.678714859437751,0.9216867469879518
123,Joe Flacco,IND,QB,39,8,6,162,248,1761,12,7,9,26,2.89,0,0,0,0,,0,4,4,0,,,99,99.0,113.0,106.0,,34,,Joe Flacco,joe flacco,QB,QB,IND,2024,186.0,0.6285140562248996,0.9336016096579477
124,Jalen McMillan,TAM,WR,23,13,12,0,0,0,0,0,4,43,10.75,0,58,37,461,12.46,8,0,0,8,,,98,135.4,138.4,116.9,,45,,Jalen McMillan,jalen mcmillan,WR,WR,TAM,2024,128.0,0.7449799196787148,0.8909090909090909
125,Austin Ekeler,WAS,RB,29,12,6,0,0,0,0,0,77,367,4.77,4,41,35,366,10.46,0,3,0,4,,,97,132.3,138.3,114.8,,36,,Austin Ekeler,austin ekeler,RB,RB,WAS,2024,131.0,0.7389558232931727,0.9337349397590361
126,Jerome Ford,CLE,RB,25,14,6,0,0,0,0,0,104,565,5.43,3,43,37,225,6.08,0,0,0,3,,,97,134.0,140.0,115.5,,37,,Jerome Ford,jerome ford,RB,RB,CLE,2024,130.0,0.7409638554216867,0.9357429718875502
127,Michael Pittman Jr.,IND,WR,27,16,14,0,0,0,0,0,0,0,,0,111,69,808,11.71,3,1,1,3,,,97,165.8,169.8,131.3,,46,,Michael Pittman Jr.,michael pittman jr,WR,WR,IND,2024,102.0,0.7971887550200804,0.9191919191919192
128,Mac Jones,JAX,QB,26,10,7,171,262,1672,8,8,28,92,3.29,1,0,0,0,,0,2,2,1,,1.0,96,96.1,109.1,104.1,,36,,Mac Jones,mac jones,QB,QB,JAX,2024,193.0,0.6144578313253012,0.9295774647887324
129,Gardner Minshew II,LVR,QB,28,10,9,203,306,2013,9,10,19,58,3.05,0,0,0,0,,0,6,4,0,,1.0,96,96.3,113.3,106.3,,35,,Gardner Minshew II,gardner minshew ii,QB,QB,LVR,2024,192.0,0.6164658634538153,0.93158953722334
130,Mason Rudolph,TEN,QB,29,8,5,146,228,1530,9,9,25,106,4.24,1,0,0,0,,0,5,1,1,,1.0,96,95.8,111.8,104.8,,37,,Mason Rudolph,mason rudolph,QB,QB,TEN,2024,195.0,0.6104417670682731,0.9275653923541247
131,Tyler Allgeier,ATL,RB,24,17,0,0,0,0,0,0,137,644,4.7,3,13,13,88,6.77,0,0,0,3,1.0,,93,106.2,109.2,99.7,,38,,Tyler Allgeier,tyler allgeier,RB,RB,ATL,2024,175.0,0.6506024096385542,0.9156626506024097
132,Aidan O'Connell,LVR,QB,26,9,7,154,243,1612,8,4,21,30,1.43,1,0,0,0,,0,2,2,1,,,93,93.5,102.5,97.5,,38,,Aidan O'Connell,aidan oconnell,QB,QB,LVR,2024,197.0,0.606425702811245,0.9255533199195171
133,Demarcus Robinson,LAR,WR,30,17,17,0,0,0,0,0,0,0,,0,64,31,505,16.29,7,0,0,7,,,93,123.5,126.5,108.0,,47,,Demarcus Robinson,demarcus robinson,WR,WR,LAR,2024,146.0,0.7088353413654618,0.8767676767676768
134,Adam Thielen,CAR,WR,34,10,10,0,0,0,0,0,0,0,,0,62,48,615,12.81,5,0,0,5,,,92,139.5,142.5,115.5,,49,,Adam Thielen,adam thielen,WR,WR,CAR,2024,124.0,0.7530120481927711,0.896969696969697
135,Jaylen Waddle,MIA,WR,26,15,15,0,0,0,0,0,4,12,3.0,0,83,58,744,12.83,2,0,0,2,2.0,,92,149.6,152.6,120.6,,48,,Jaylen Waddle,jaylen waddle,WR,WR,MIA,2024,113.0,0.7751004016064257,0.9090909090909091
136,Travis Etienne,JAX,RB,25,15,15,0,0,0,0,0,150,558,3.72,2,52,39,254,6.51,0,1,1,2,,,91,130.2,137.2,110.7,,39,,Travis Etienne,travis etienne,RB,RB,JAX,2024,135.0,0.7309236947791165,0.9317269076305221
137,DeAndre Hopkins,2TM,WR,32,16,8,0,0,0,0,0,0,0,,0,80,56,610,10.89,5,1,0,5,,,91,147.0,150.0,119.0,,50,,DeAndre Hopkins,deandre hopkins,WR,WR,2TM,2024,116.0,0.7690763052208835,0.9050505050505051
138,Marvin Mims*+,DEN,WR,22,17,2,0,0,0,0,0,13,42,3.23,0,52,39,503,12.9,6,1,0,6,,,91,129.5,132.5,110.0,,52,,Marvin Mims,marvin mims,WR,WR,DEN,2024,136.0,0.7289156626506024,0.8868686868686868
139,Rome Odunze,CHI,WR,22,17,12,0,0,0,0,0,3,15,5.0,0,101,54,734,13.59,3,2,1,3,,,91,144.9,148.9,117.9,,51,,Rome Odunze,rome odunze,WR,WR,CHI,2024,119.0,0.7630522088353413,0.9030303030303031
140,Wan'Dale Robinson,NYG,WR,23,17,7,0,0,0,0,0,3,18,6.0,0,140,93,699,7.52,3,0,0,3,,,90,182.7,185.7,136.2,,53,,Wan'Dale Robinson,wandale robinson,WR,WR,NYG,2024,87.0,0.8273092369477911,0.9292929292929293
141,Tank Dell,HOU,WR,25,14,10,0,0,0,0,0,9,43,4.78,0,81,51,667,13.08,3,0,0,3,,,89,140.0,143.0,114.5,,54,,Tank Dell,tank dell,WR,WR,HOU,2024,123.0,0.7550200803212852,0.898989898989899
142,Allen Lazard,NYJ,WR,29,12,10,0,1,0,0,0,0,0,,0,60,37,530,14.32,6,0,0,6,,,89,126.0,129.0,107.5,,55,,Allen Lazard,allen lazard,WR,WR,NYJ,2024,140.0,0.7208835341365463,0.8828282828282829
143,Chris Godwin,TAM,WR,28,7,7,0,0,0,0,0,1,2,2.0,0,62,50,576,11.52,5,1,0,5,,,88,137.8,140.8,112.8,,56,,Chris Godwin,chris godwin,WR,WR,TAM,2024,125.0,0.751004016064257,0.8949494949494949
144,Romeo Doubs,GNB,WR,24,13,12,0,0,0,0,0,0,0,,0,72,46,601,13.07,4,0,0,4,1.0,,86,132.1,135.1,109.1,,57,,Romeo Doubs,romeo doubs,WR,WR,GNB,2024,132.0,0.7369477911646587,0.8888888888888888
145,Jaylen Warren,PIT,RB,26,15,0,0,0,0,0,0,120,511,4.26,1,47,38,310,8.16,0,2,1,1,,,86,124.1,131.1,105.1,,40,,Jaylen Warren,jaylen warren,RB,RB,PIT,2024,144.0,0.7128514056224899,0.9236947791164658
146,Ameer Abdullah,LVR,RB,31,16,3,0,0,0,0,0,66,311,4.71,2,47,40,261,6.53,3,2,1,5,,,85,125.2,132.2,105.2,,41,,Ameer Abdullah,ameer abdullah,RB,RB,LVR,2024,141.0,0.7188755020080322,0.9257028112449799
147,Justice Hill,BAL,RB,27,15,0,0,0,0,0,0,47,228,4.85,1,51,42,383,9.12,3,0,0,4,,,85,127.1,133.1,106.1,,42,,Justice Hill,justice hill,RB,RB,BAL,2024,139.0,0.7228915662650602,0.927710843373494
148,David Njoku,CLE,TE,28,11,11,0,0,0,0,0,0,0,,0,97,64,505,7.89,5,0,0,5,2.0,,85,148.5,151.5,116.5,,11,,David Njoku,david njoku,TE,TE,CLE,2024,114.0,0.7730923694779117,0.9797979797979798
149,Emanuel Wilson,GNB,RB,25,17,0,0,0,0,0,0,103,502,4.87,4,14,11,48,4.36,1,0,0,5,,,85,96.0,99.0,90.5,,43,,Emanuel Wilson,emanuel wilson,RB,RB,GNB,2024,194.0,0.6124497991967872,0.9076305220883534
150,Andrei Iosivas,CIN,WR,25,17,8,0,0,0,0,0,0,0,,0,61,36,479,13.31,6,0,0,6,,,84,119.9,122.9,101.9,,58,,Andrei Iosivas,andrei iosivas,WR,WR,CIN,2024,155.0,0.6907630522088353,0.8646464646464647
151,Kyle Pitts,ATL,TE,24,17,15,0,0,0,0,0,0,0,,0,74,47,602,12.81,4,0,0,4,,,84,131.2,134.2,107.7,,12,,Kyle Pitts,kyle pitts,TE,TE,ATL,2024,133.0,0.7349397590361446,0.9717171717171718
152,Tyjae Spears,TEN,RB,23,12,1,0,0,0,0,0,84,312,3.71,4,35,30,224,7.47,1,1,0,5,,,84,113.6,119.6,98.6,,44,,Tyjae Spears,tyjae spears,RB,RB,TEN,2024,163.0,0.6746987951807228,0.9176706827309237
153,Calvin Austin III,PIT,WR,25,17,8,0,0,0,0,0,0,0,,0,58,36,548,15.22,4,1,1,5,,,83,118.8,122.8,100.8,,59,,Calvin Austin III,calvin austin iii,WR,WR,PIT,2024,158.0,0.6847389558232932,0.8626262626262626
154,Keon Coleman,BUF,WR,21,13,12,0,0,0,0,0,1,9,9.0,0,57,29,556,19.17,4,0,0,4,1.0,,83,111.5,114.5,97.0,,60,,Keon Coleman,keon coleman,WR,WR,BUF,2024,167.0,0.6666666666666667,0.8585858585858586
155,Demario Douglas,NWE,WR,24,17,7,0,0,0,0,0,3,16,5.33,0,87,66,621,9.41,3,1,0,3,,,82,147.7,150.7,114.7,,62,,Demario Douglas,demario douglas,WR,WR,NWE,2024,115.0,0.7710843373493976,0.907070707070707
156,Isaiah Likely,BAL,TE,24,16,9,0,0,0,0,0,0,0,,0,58,42,477,11.36,6,1,1,6,,,82,123.7,127.7,102.7,,13,,Isaiah Likely,isaiah likely,TE,TE,BAL,2024,145.0,0.7108433734939759,0.9696969696969697
157,Cade Otton,TAM,TE,25,14,14,0,0,0,0,0,1,-4,-4.0,0,87,59,600,10.17,4,2,1,4,,,82,140.6,144.6,111.1,,14,,Cade Otton,cade otton,TE,TE,TAM,2024,121.0,0.7590361445783133,0.9737373737373738
158,Tre Tucker,LVR,WR,23,17,14,0,0,0,0,0,9,44,4.89,1,81,47,539,11.47,3,0,0,4,,,82,129.3,132.3,105.8,,61,,Tre Tucker,tre tucker,WR,WR,LVR,2024,137.0,0.7269076305220883,0.8848484848484849
159,Antonio Gibson,NWE,RB,26,17,3,0,0,0,0,0,120,538,4.48,1,29,23,206,8.96,0,2,0,1,,,80,103.4,109.4,91.9,,45,,Antonio Gibson,antonio gibson,RB,RB,NWE,2024,181.0,0.6385542168674698,0.9136546184738956
160,Drew Lock,NYG,QB,28,8,5,107,181,1071,6,5,18,133,7.39,2,0,0,0,,0,5,2,2,,1.0,80,80.1,93.1,85.1,,39,,Drew Lock,drew lock,QB,QB,NYG,2024,217.0,0.5662650602409638,0.9235412474849094
161,Cam Akers,2TM,RB,25,17,2,0,0,0,0,0,104,444,4.27,2,18,14,68,4.86,3,1,1,5,,,79,93.2,97.2,86.2,,46,,Cam Akers,cam akers,RB,RB,2TM,2024,199.0,0.6024096385542168,0.9036144578313253
162,Kayshon Boutte,NWE,WR,22,15,13,0,0,0,0,0,0,0,,0,68,43,589,13.7,3,0,0,3,1.0,,79,121.9,124.9,100.4,,63,,Kayshon Boutte,kayshon boutte,WR,WR,NWE,2024,149.0,0.7028112449799198,0.8727272727272728
163,Amari Cooper,2TM,WR,30,14,10,0,0,0,0,0,0,0,,0,85,44,547,12.43,4,0,0,4,,,79,122.7,125.7,100.7,,64,,Amari Cooper,amari cooper,WR,WR,2TM,2024,148.0,0.7048192771084337,0.8747474747474747
164,Isaac Guerendo,SFO,RB,24,16,3,0,0,0,0,0,84,420,5.0,4,16,15,152,10.13,0,3,1,4,,,79,94.2,101.2,86.7,,47,,Isaac Guerendo,isaac guerendo,RB,RB,SFO,2024,196.0,0.608433734939759,0.9056224899598394
165,Hunter Henry,NWE,TE,30,16,16,0,0,0,0,0,0,0,,0,97,66,674,10.21,2,0,0,2,,,79,145.4,148.4,112.4,,15,,Hunter Henry,hunter henry,TE,TE,NWE,2024,117.0,0.7670682730923695,0.9777777777777777
166,Taysom Hill,NOR,TE,34,8,8,2,4,21,0,1,39,278,7.13,6,31,23,187,8.13,0,1,1,6,,,79,102.3,110.3,91.8,,16,,Taysom Hill,taysom hill,TE,TE,NOR,2024,184.0,0.6325301204819277,0.9434343434343434
167,Ray-Ray McCloud,ATL,WR,28,17,13,0,0,0,0,0,10,79,7.9,0,87,62,686,11.06,1,4,2,1,,,79,140.5,145.5,109.5,,65,,Ray-Ray McCloud,ray-ray mccloud,WR,WR,ATL,2024,122.0,0.7570281124497992,0.901010101010101
168,Michael Wilson,ARI,WR,24,16,13,0,0,0,0,0,1,7,7.0,0,71,47,548,11.66,4,1,1,4,,,78,124.5,128.5,101.0,,66,,Michael Wilson,michael wilson,WR,WR,ARI,2024,143.0,0.714859437751004,0.8787878787878788
169,Mike Gesicki,CIN,TE,29,17,3,0,0,0,0,0,0,0,,0,83,65,665,10.23,2,1,1,2,,,77,141.5,145.5,109.0,,17,,Mike Gesicki,mike gesicki,TE,TE,CIN,2024,120.0,0.7610441767068273,0.9757575757575757
170,Deshaun Watson,CLE,QB,29,7,7,137,216,1148,5,3,31,148,4.77,1,0,0,0,,0,5,3,1,,1.0,77,76.7,88.7,79.7,,40,,Deshaun Watson,deshaun watson,QB,QB,CLE,2024,223.0,0.5542168674698795,0.9215291750503019
171,Xavier Legette,CAR,WR,23,16,13,0,0,0,0,0,6,24,4.0,0,84,49,497,10.14,4,0,0,4,,,76,125.1,128.1,100.6,,68,,Xavier Legette,xavier legette,WR,WR,CAR,2024,142.0,0.7168674698795181,0.8808080808080808
172,Devin Singletary,NYG,RB,27,15,5,0,0,0,0,0,113,437,3.87,4,24,21,119,5.67,0,2,2,4,,,76,96.6,104.6,86.1,,48,,Devin Singletary,devin singletary,RB,RB,NYG,2024,191.0,0.6184738955823292,0.9096385542168675
173,Christian Watson,GNB,WR,25,15,15,0,0,0,0,0,4,23,5.75,0,53,29,620,21.38,2,1,1,2,1.0,,76,105.3,109.3,90.8,,67,,Christian Watson,christian watson,WR,WR,GNB,2024,176.0,0.6485943775100402,0.8484848484848485
174,Stefon Diggs,HOU,WR,31,8,8,1,1,13,0,0,3,8,2.67,1,64,47,496,10.55,3,0,0,4,,,75,121.9,124.9,98.4,,70,,Stefon Diggs,stefon diggs,WR,WR,HOU,2024,149.0,0.7028112449799198,0.8727272727272728
175,Jalen Nailor,MIN,WR,25,17,7,0,0,0,0,0,3,-4,-1.33,0,42,28,414,14.79,6,1,1,6,,,75,103.0,107.0,89.0,,69,,Jalen Nailor,jalen nailor,WR,WR,MIN,2024,183.0,0.6345381526104418,0.8444444444444444
176,Ty Johnson,BUF,RB,27,17,1,0,0,0,0,0,41,213,5.2,1,25,18,284,15.78,3,0,0,4,,,74,91.7,97.7,82.7,,49,,Ty Johnson,ty johnson,RB,RB,BUF,2024,202.0,0.5963855421686747,0.9016064257028112
177,Noah Gray,KAN,TE,25,17,10,0,0,0,0,0,1,-4,-4.0,0,49,40,437,10.93,5,0,0,5,,,73,113.3,116.3,93.3,,19,,Noah Gray,noah gray,TE,TE,KAN,2024,165.0,0.6706827309236948,0.9575757575757575
178,Juwan Johnson,NOR,TE,28,17,5,0,0,0,0,0,0,0,,0,66,50,548,10.96,3,2,0,3,,,73,122.8,125.8,97.8,,20,,Juwan Johnson,juwan johnson,TE,TE,NOR,2024,147.0,0.7068273092369478,0.9676767676767677
179,Cole Kmet,CHI,TE,25,17,16,0,0,0,0,0,0,0,,0,55,47,474,10.09,4,0,0,4,1.0,,73,120.4,123.4,96.9,,18,,Cole Kmet,cole kmet,TE,TE,CHI,2024,154.0,0.6927710843373494,0.9636363636363636
180,Jaleel McLaughlin,DEN,RB,24,16,5,0,0,0,0,0,113,496,4.39,1,27,24,76,3.17,2,1,1,3,,,73,97.2,101.2,85.2,,50,,Jaleel McLaughlin,jaleel mclaughlin,RB,RB,DEN,2024,189.0,0.6224899598393574,0.9116465863453815
181,KaVontae Turpin*+,DAL,WR,28,17,2,0,0,0,0,0,16,92,5.75,0,52,31,420,13.55,2,3,1,4,,,73,104.2,108.2,88.7,,71,,KaVontae Turpin,kavontae turpin,WR,WR,DAL,2024,178.0,0.6445783132530121,0.8464646464646465
182,Tyler Lockett,SEA,WR,32,17,14,0,0,0,0,0,0,0,,0,74,49,600,12.24,2,0,0,2,,,72,121.0,124.0,96.5,,72,,Tyler Lockett,tyler lockett,WR,WR,SEA,2024,152.0,0.6967871485943775,0.8686868686868687
183,Dontayvion Wicks,GNB,WR,23,17,5,0,0,0,0,0,0,0,,0,76,39,415,10.64,5,0,0,5,,,72,110.5,113.5,91.0,,73,,Dontayvion Wicks,dontayvion wicks,WR,WR,GNB,2024,168.0,0.6646586345381527,0.8565656565656565
184,Tyler Conklin,NYJ,TE,29,16,15,0,0,0,0,0,1,0,0.0,0,72,51,449,8.8,4,0,0,4,1.0,,71,121.9,124.9,96.4,,22,,Tyler Conklin,tyler conklin,TE,TE,NYJ,2024,149.0,0.7028112449799198,0.9656565656565657
185,Foster Moreau,NOR,TE,27,17,17,0,0,0,0,0,0,0,,0,43,32,413,12.91,5,0,0,5,,,71,103.3,106.3,87.3,,21,,Foster Moreau,foster moreau,TE,TE,NOR,2024,182.0,0.6365461847389557,0.9454545454545454
186,Darius Slayton,NYG,WR,27,16,13,0,0,0,0,0,2,17,8.5,0,71,39,573,14.69,2,1,0,2,,,71,110.0,113.0,90.5,,74,,Darius Slayton,darius slayton,WR,WR,NYG,2024,170.0,0.6606425702811245,0.8545454545454545
187,Mack Hollins,BUF,WR,31,17,13,0,0,0,0,0,0,0,,0,50,31,378,12.19,5,0,0,5,,,68,98.8,101.8,83.3,,76,,Mack Hollins,mack hollins,WR,WR,BUF,2024,188.0,0.6244979919678715,0.8404040404040404
188,Josh Palmer,LAC,WR,25,15,7,0,0,0,0,0,0,0,,0,65,39,584,14.97,1,0,0,1,2.0,,68,107.4,110.4,87.9,,75,,Josh Palmer,josh palmer,WR,WR,LAC,2024,173.0,0.6546184738955823,0.8525252525252525
189,Spencer Rattler,NOR,QB,24,7,6,130,228,1317,4,5,18,146,8.11,0,0,0,0,,0,5,3,0,,,67,67.3,81.3,72.3,,41,,Spencer Rattler,spencer rattler,QB,QB,NOR,2024,232.0,0.536144578313253,0.9195171026156942
190,Olamide Zaccheaus,WAS,WR,27,17,6,0,0,0,0,0,1,8,8.0,0,64,45,506,11.24,3,3,1,3,,,67,112.4,116.4,89.9,,77,,Olamide Zaccheaus,olamide zaccheaus,WR,WR,WAS,2024,166.0,0.6686746987951807,0.8606060606060606
191,Braelon Allen,NYJ,RB,20,17,2,0,0,0,0,0,92,334,3.63,2,27,19,148,7.79,1,0,0,3,,,66,85.2,91.2,75.7,,51,,Braelon Allen,braelon allen,RB,RB,NYJ,2024,210.0,0.5803212851405622,0.8995983935742972
192,Marquez Valdes-Scantling,2TM,WR,30,14,8,0,0,0,0,0,1,4,4.0,0,44,19,411,21.63,4,0,0,4,,,66,84.5,87.5,75.0,,78,,Marquez Valdes-Scantling,marquez valdes-scantling,WR,WR,2TM,2024,212.0,0.5763052208835342,0.8222222222222222
193,Devaughn Vele,DEN,WR,27,13,7,0,0,0,0,0,0,0,,0,55,41,475,11.59,3,0,0,3,,,66,106.5,109.5,86.0,,79,,Devaughn Vele,devaughn vele,WR,WR,DEN,2024,174.0,0.6526104417670683,0.8505050505050505
194,Dalton Schultz,HOU,TE,28,17,13,0,0,0,0,0,0,0,,0,85,53,532,10.04,2,0,0,2,,,65,118.2,121.2,91.7,,23,,Dalton Schultz,dalton schultz,TE,TE,HOU,2024,159.0,0.6827309236947792,0.9616161616161616
195,Parker Washington,JAX,WR,22,17,7,0,0,0,0,0,0,0,,0,51,32,390,12.19,3,2,0,4,1.0,,65,97.0,100.0,81.0,,80,,Parker Washington,parker washington,WR,WR,JAX,2024,190.0,0.6204819277108433,0.8383838383838383
196,Austin Hooper,NWE,TE,30,17,8,0,0,0,0,0,0,0,,0,59,45,476,10.58,3,2,1,3,,,64,108.6,112.6,86.1,,24,,Austin Hooper,austin hooper,TE,TE,NWE,2024,172.0,0.6566265060240963,0.9535353535353536
197,Ricky Pearsall,SFO,WR,24,11,4,0,1,0,0,0,3,45,15.0,0,46,31,400,12.9,3,0,0,3,,,63,93.5,96.5,78.0,,81,,Ricky Pearsall,ricky pearsall,WR,WR,SFO,2024,197.0,0.606425702811245,0.8363636363636364
198,Dallas Goedert,PHI,TE,29,10,10,0,0,0,0,0,0,0,,0,52,42,496,11.81,2,2,0,2,,,62,103.6,106.6,82.6,,25,,Dallas Goedert,dallas goedert,TE,TE,PHI,2024,180.0,0.6405622489959839,0.9474747474747475
199,Chigoziem Okonkwo,TEN,TE,25,17,11,0,0,0,0,0,1,17,17.0,0,70,52,479,9.21,2,2,1,2,1.0,,62,113.6,117.6,87.6,,26,,Chigoziem Okonkwo,chigoziem okonkwo,TE,TE,TEN,2024,163.0,0.6746987951807228,0.9595959595959596
200,Jalen Coker,CAR,WR,23,11,4,1,1,19,0,0,0,0,,0,46,32,478,14.94,2,0,0,2,,,61,92.6,95.6,76.6,,82,,Jalen Coker,jalen coker,WR,WR,CAR,2024,200.0,0.6004016064257028,0.8343434343434344
