Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,Player_fixed,player_clean,POS,POS_group,team,year,PPR_rank_year
237,Justin Hardy,ATL,WR,25,16,3,0,0,0,0,0,0,0,,0,31,21,203,9.67,4,0,0,4,,,44,65.3,68.3,54.8,,99,,Justin Hardy,justin hardy,WR,WR,ATL,2016,235.0
238,C.J. Prosise,SEA,RB,22,6,2,0,0,0,0,0,30,172,5.73,1,19,17,208,12.24,0,0,0,1,,,44,61.0,67.0,52.5,,66,,C.J. Prosise,cj prosise,RB,RB,SEA,2016,241.0
239,Aldrick Robinson,ATL,WR,28,16,1,0,0,0,0,0,0,0,,0,32,20,323,16.15,2,0,0,2,,,44,64.3,67.3,54.3,,100,,Aldrick Robinson,aldrick robinson,WR,WR,ATL,2016,237.0
240,Charles Sims,TAM,RB,26,7,2,0,0,0,0,0,51,149,2.92,1,32,24,190,7.92,1,1,1,2,,,44,67.9,74.9,55.9,,67,,Charles Sims,charles sims,RB,RB,TAM,2016,232.0
241,Justin Hunter,2TM,WR,25,13,5,0,0,0,0,0,0,0,,0,23,10,189,18.9,4,0,0,4,,,43,52.9,55.9,47.9,,101,,Justin Hunter,justin hunter,WR,WR,2TM,2016,257.0
242,Jared Cook,GNB,TE,29,10,5,0,0,0,0,0,0,0,,0,51,30,377,12.57,1,1,1,1,,,42,71.7,75.7,56.7,,35,,Jared Cook,jared cook,TE,TE,GNB,2016,228.0
243,Justin Forsett,3TM,RB,31,9,6,0,0,0,0,0,87,291,3.34,1,27,20,85,4.25,0,2,1,1,,,42,61.6,65.6,51.6,,68,,Justin Forsett,justin forsett,RB,RB,3TM,2016,240.0
244,Kenyan Drake,MIA,RB,22,16,1,0,0,0,0,0,33,179,5.42,2,10,9,46,5.11,0,1,0,3,,,41,49.5,52.5,45.0,,70,,Kenyan Drake,kenyan drake,RB,RB,MIA,2016,264.0
245,John Kuhn,NOR,FB,34,16,3,0,0,0,0,0,18,37,2.06,4,20,16,70,4.38,1,0,0,5,,,41,56.7,56.7,48.7,,69,,John Kuhn,john kuhn,FB,FB,NOR,2016,249.0
246,Quinton Patton,SFO,WR,26,14,14,0,0,0,0,0,0,0,,0,63,37,408,11.03,0,1,0,0,,,41,77.8,80.8,59.3,,102,,Quinton Patton,quinton patton,WR,WR,SFO,2016,214.0
247,Brice Butler,DAL,WR,26,16,3,0,0,0,0,0,0,0,,0,32,16,219,13.69,3,0,0,3,,,40,55.9,58.9,47.9,,103,,Brice Butler,brice butler,WR,WR,DAL,2016,251.0
248,James Starks,GNB,RB,30,9,4,0,0,0,0,0,63,145,2.3,0,25,19,134,7.05,2,1,0,2,,,40,58.9,64.9,49.4,,71,,James Starks,james starks,RB,RB,GNB,2016,244.0
249,Kamar Aiken,BAL,WR,27,16,6,0,0,0,0,0,0,0,,0,50,29,328,11.31,1,0,0,1,,,39,67.8,70.8,53.3,,104,,Kamar Aiken,kamar aiken,WR,WR,BAL,2016,233.0
250,Trey Burton,PHI,TE,25,15,4,0,0,0,0,0,0,0,,0,60,37,327,8.84,1,0,0,1,,,39,75.7,78.7,57.2,,38,,Trey Burton,trey burton,TE,TE,PHI,2016,218.0
251,Eddie Lacy,GNB,RB,26,5,5,0,0,0,0,0,71,360,5.07,0,7,4,28,7.0,0,0,0,0,,,39,42.8,45.8,40.8,,72,,Eddie Lacy,eddie lacy,RB,RB,GNB,2016,280.0
252,Richard Rodgers,GNB,TE,24,16,6,0,0,0,0,0,0,0,,0,47,30,271,9.03,2,0,0,2,,,39,69.1,72.1,54.1,,36,,Richard Rodgers,richard rodgers,TE,TE,GNB,2016,231.0
253,Jacob Tamme,ATL,TE,31,8,5,0,0,0,0,0,0,0,,0,31,22,210,9.55,3,0,0,3,,,39,61.0,64.0,50.0,,37,,Jacob Tamme,jacob tamme,TE,TE,ATL,2016,241.0
254,Dwayne Washington,DET,RB,22,12,2,0,0,0,0,0,90,265,2.94,1,15,10,62,6.2,0,0,0,1,,,39,48.7,51.7,43.7,,73,,Dwayne Washington,dwayne washington,RB,RB,DET,2016,267.0
255,Josh Bellamy,CHI,WR,27,16,2,0,0,0,0,0,4,37,9.25,0,38,19,282,14.84,1,0,0,1,,,38,56.9,59.9,47.4,,105,,Josh Bellamy,josh bellamy,WR,WR,CHI,2016,247.0
256,Dion Lewis,NWE,RB,26,7,5,0,0,0,0,0,64,283,4.42,0,24,17,94,5.53,0,1,0,0,,,38,54.7,57.7,46.2,,74,,Dion Lewis,dion lewis,RB,RB,NWE,2016,252.0
257,Aaron Ripkowski,GNB,RB,24,16,8,0,0,0,0,0,34,150,4.41,2,10,9,46,5.11,1,0,0,3,,,38,46.6,49.6,42.1,,75,,Aaron Ripkowski,aaron ripkowski,RB,RB,GNB,2016,270.0
258,Levine Toilolo,ATL,TE,25,16,11,0,0,0,0,0,0,0,,0,19,13,264,20.31,2,0,0,2,,,38,51.4,54.4,44.9,,39,,Levine Toilolo,levine toilolo,TE,TE,ATL,2016,262.0
259,Kyle Juszczyk*,BAL,RB,25,16,7,0,0,0,0,0,5,22,4.4,1,49,37,266,7.19,0,0,0,1,1.0,,37,73.8,76.8,55.3,,77,,Kyle Juszczyk,kyle juszczyk,RB,RB,BAL,2016,222.0
260,Alfred Morris,DAL,RB,28,14,0,0,0,0,0,0,69,243,3.52,2,6,3,11,3.67,0,0,0,2,,,37,40.4,43.4,38.9,,76,,Alfred Morris,alfred morris,RB,RB,DAL,2016,284.0
261,Ladarius Green,PIT,TE,26,6,2,0,0,0,0,0,0,0,,0,34,18,304,16.89,1,0,0,1,,,36,54.4,57.4,45.4,,40,,Ladarius Green,ladarius green,TE,TE,PIT,2016,254.0
262,Erik Swoope,IND,TE,24,16,4,0,0,0,0,0,0,0,,0,22,15,297,19.8,1,0,0,1,,,36,50.7,53.7,43.2,,41,,Erik Swoope,erik swoope,TE,TE,IND,2016,263.0
263,Jimmy Garoppolo,NWE,QB,25,6,2,43,63,502,4,0,10,6,0.6,0,1,1,3,3.0,0,2,1,0,,,35,36.0,40.0,35.5,,40,,Jimmy Garoppolo,jimmy garoppolo,QB,QB,NWE,2016,299.0
264,Cobi Hamilton,PIT,WR,26,11,8,0,0,0,0,0,0,0,,0,28,17,234,13.76,2,0,0,2,,,35,52.4,55.4,43.9,,106,,Cobi Hamilton,cobi hamilton,WR,WR,PIT,2016,259.0
265,Darrius Heyward-Bey,PIT,WR,29,10,0,0,0,0,0,0,1,60,60.0,1,19,6,114,19.0,2,0,0,3,,,35,41.4,44.4,38.4,,107,,Darrius Heyward-Bey,darrius heyward-bey,WR,WR,PIT,2016,281.0
266,Paul Richardson,SEA,WR,24,15,0,0,0,0,0,0,1,5,5.0,0,36,21,288,13.71,1,0,0,1,,,35,56.3,59.3,45.8,,108,,Paul Richardson,paul richardson,WR,WR,SEA,2016,250.0
267,Andre Roberts,DET,WR,28,16,1,0,0,0,0,0,0,0,,0,25,14,188,13.43,1,2,1,3,,,35,48.8,52.8,41.8,,110,,Andre Roberts,andre roberts,WR,WR,DET,2016,266.0
268,Deonte Thompson,CHI,WR,27,16,6,0,0,0,0,0,0,0,,0,36,22,249,11.32,2,1,1,2,,,35,56.9,60.9,45.9,,109,,Deonte Thompson,deonte thompson,WR,WR,CHI,2016,247.0
269,Landry Jones,PIT,QB,27,8,2,53,86,558,4,2,6,-4,-0.67,0,0,0,0,,0,0,0,0,,,34,33.9,38.9,35.9,,41,,Landry Jones,landry jones,QB,QB,PIT,2016,316.0
270,Bryan Walters,JAX,WR,29,10,3,0,0,0,0,0,1,4,4.0,0,34,24,231,9.63,2,1,1,2,,,34,57.5,61.5,45.5,,111,,Bryan Walters,bryan walters,WR,WR,JAX,2016,245.0
271,Geronimo Allison,GNB,WR,22,10,2,0,0,0,0,0,0,0,,0,22,12,202,16.83,2,0,0,2,,,32,44.2,47.2,38.2,,112,,Geronimo Allison,geronimo allison,WR,WR,GNB,2016,273.0
272,Corey Brown,CAR,WR,25,16,8,0,0,0,0,0,2,6,3.0,0,53,27,276,10.22,1,1,1,1,,,32,59.2,63.2,45.7,,113,,Corey Brown,corey brown,WR,WR,CAR,2016,243.0
273,Corey Grant,JAX,RB,25,11,1,0,0,0,0,0,32,164,5.13,1,7,4,35,8.75,1,0,0,2,,,32,35.9,38.9,33.9,,78,,Corey Grant,corey grant,RB,RB,JAX,2016,301.0
274,Bryce Petty,NYJ,QB,25,6,4,75,133,809,3,7,5,19,3.8,0,0,0,0,,0,1,1,0,1.0,,32,32.3,43.3,39.3,,42,,Bryce Petty,bryce petty,QB,QB,NYJ,2016,318.0
275,Peyton Barber,TAM,RB,22,15,1,0,0,0,0,0,55,223,4.05,1,6,5,28,5.6,0,0,0,1,,,31,36.1,39.1,33.6,,79,,Peyton Barber,peyton barber,RB,RB,TAM,2016,297.0
276,Eric Decker,NYJ,WR,29,3,3,0,0,0,0,0,0,0,,0,21,9,194,21.56,2,0,0,2,,,31,40.4,43.4,35.9,,114,,Eric Decker,eric decker,WR,WR,NYJ,2016,284.0
277,Andre Holmes,OAK,WR,28,16,2,0,0,0,0,0,0,0,,0,25,14,126,9.0,3,0,0,3,,,31,44.6,47.6,37.6,,117,,Andre Holmes,andre holmes,WR,WR,OAK,2016,272.0
278,Rod Streater,SFO,WR,28,16,2,0,0,0,0,0,0,0,,0,27,18,191,10.61,2,0,0,2,,,31,49.1,52.1,40.1,,115,,Rod Streater,rod streater,WR,WR,SFO,2016,265.0
279,Jordan Taylor,DEN,WR,24,16,0,0,0,0,0,0,0,0,,0,25,16,209,13.06,2,1,1,2,,,31,46.9,50.9,38.9,,116,,Jordan Taylor,jordan taylor,WR,WR,DEN,2016,268.0
280,Virgil Green,DEN,TE,28,12,11,0,0,0,0,0,0,0,,0,37,22,237,10.77,1,0,0,1,,,30,51.7,54.7,40.7,,42,,Virgil Green,virgil green,TE,TE,DEN,2016,261.0
281,Kenjon Barner,PHI,RB,27,13,0,0,0,0,0,0,27,129,4.78,2,11,5,42,8.4,0,0,0,2,,,29,34.1,37.1,31.6,,80,,Kenjon Barner,kenjon barner,RB,RB,PHI,2016,315.0
282,C.J. Uzomah,CIN,TE,23,10,8,0,0,0,0,0,0,0,,0,38,25,234,9.36,1,0,0,1,,,29,54.4,57.4,41.9,,43,,C.J. Uzomah,cj uzomah,TE,TE,CIN,2016,254.0
283,Cameron Artis-Payne,CAR,RB,26,3,3,0,0,0,0,0,36,144,4.0,2,1,1,11,11.0,0,0,0,2,,,28,28.5,31.5,28.0,,82,,Cameron Artis-Payne,cameron artis-payne,RB,RB,CAR,2016,332.0
284,Jacoby Brissett,NWE,QB,24,3,2,34,55,400,0,0,16,83,5.19,1,0,0,0,,0,3,1,1,,,28,28.3,32.3,28.3,,44,,Jacoby Brissett,jacoby brissett,QB,QB,NWE,2016,335.0
285,Nick Foles,KAN,QB,27,3,1,36,55,410,3,0,4,-4,-1.0,0,0,0,0,,0,0,0,0,,,28,28.0,31.0,28.0,,45,,Nick Foles,nick foles,QB,QB,KAN,2016,340.0
286,Paxton Lynch,DEN,QB,22,3,2,49,83,497,2,1,11,25,2.27,0,0,0,0,,0,2,0,0,,,28,28.4,32.4,29.4,,43,,Paxton Lynch,paxton lynch,QB,QB,DEN,2016,333.0
287,Tanner McEvoy,SEA,TE,23,14,0,1,1,43,0,0,0,0,,0,11,9,140,15.56,2,0,0,2,,,28,36.7,39.7,32.2,,44,,Tanner McEvoy,tanner mcevoy,TE,TE,SEA,2016,296.0
288,Kerwynn Williams,ARI,RB,25,10,0,0,0,0,0,0,18,157,8.72,2,2,1,6,6.0,0,0,0,2,,,28,29.3,32.3,28.8,,81,,Kerwynn Williams,kerwynn williams,RB,RB,ARI,2016,330.0
289,Bennie Fowler,DEN,WR,25,13,0,0,0,0,0,0,0,0,,0,24,11,145,13.18,2,0,0,2,,,27,37.5,40.5,32.0,,119,,Bennie Fowler,bennie fowler,WR,WR,DEN,2016,292.0
290,DuJuan Harris,SFO,RB,28,10,1,0,0,0,0,0,38,138,3.63,0,9,8,115,14.38,1,2,2,1,,,27,35.3,43.3,31.3,,83,,DuJuan Harris,dujuan harris,RB,RB,SFO,2016,307.0
291,Chester Rogers,IND,WR,22,14,2,0,0,0,0,0,0,0,,0,34,19,273,14.37,0,2,0,0,,,27,46.3,49.3,36.8,,118,,Chester Rogers,chester rogers,WR,WR,IND,2016,271.0
292,Shane Vereen,NYG,RB,27,5,1,0,0,0,0,0,33,158,4.79,1,19,11,94,8.55,0,2,2,1,,,27,38.2,43.2,32.7,,84,,Shane Vereen,shane vereen,RB,RB,NYG,2016,290.0
293,Kapri Bibbs,DEN,RB,23,12,0,0,0,0,0,0,29,129,4.45,0,4,2,75,37.5,1,0,0,1,,,26,28.4,31.4,27.4,,85,,Kapri Bibbs,kapri bibbs,RB,RB,DEN,2016,333.0
294,Demetrius Harris,KAN,TE,25,16,11,0,0,0,0,0,0,0,,0,31,17,123,7.24,1,1,0,2,1.0,,26,43.3,46.3,34.8,,45,,Demetrius Harris,demetrius harris,TE,TE,KAN,2016,276.0
295,Jaron Brown,ARI,WR,26,7,2,0,0,0,0,0,0,0,,0,22,11,187,17.0,1,0,0,1,,,25,35.7,38.7,30.2,,122,,Jaron Brown,jaron brown,WR,WR,ARI,2016,304.0
296,Alex Collins,SEA,RB,22,11,0,0,0,0,0,0,31,125,4.03,1,11,11,84,7.64,0,2,1,1,,,25,35.9,39.9,30.4,,86,,Alex Collins,alex collins,RB,RB,SEA,2016,301.0
297,Seth Devalve,CLE,TE,23,12,2,0,0,0,0,0,0,0,,0,12,10,127,12.7,2,0,0,2,,,25,34.7,37.7,29.7,,48,,Seth Devalve,seth devalve,TE,TE,CLE,2016,310.0
298,Josh Huff,2TM,WR,25,10,2,0,1,0,0,0,4,15,3.75,0,23,16,113,7.06,1,0,0,2,,,25,40.8,43.8,32.8,,121,,Josh Huff,josh huff,WR,WR,2TM,2016,283.0
299,Jeff Janis,GNB,WR,25,16,1,0,0,0,0,0,2,38,19.0,1,19,11,93,8.45,1,0,0,2,,,25,36.1,36.1,30.6,,120,,Jeff Janis,jeff janis,WR,WR,GNB,2016,297.0
300,Charone Peake,NYJ,WR,24,15,1,0,0,0,0,0,0,0,,0,35,19,186,9.79,0,0,0,1,,,25,43.6,46.6,34.1,,123,,Charone Peake,charone peake,WR,WR,NYJ,2016,275.0
301,Mychal Rivera,OAK,TE,26,13,2,0,0,0,0,0,0,0,,0,25,18,192,10.67,1,0,0,1,,,25,43.2,46.2,34.2,,46,,Mychal Rivera,mychal rivera,TE,TE,OAK,2016,277.0
302,Mike Tolbert*,CAR,RB,31,16,2,0,0,0,0,0,35,114,3.26,0,15,10,72,7.2,1,0,0,1,,,25,34.6,37.6,29.6,,87,,Mike Tolbert,mike tolbert,RB,RB,CAR,2016,311.0
303,Luke Willson,SEA,TE,26,11,6,0,0,0,0,0,0,0,,0,21,15,129,8.6,2,0,0,2,,,25,39.9,42.9,32.4,,47,,Luke Willson,luke willson,TE,TE,SEA,2016,286.0
304,Orleans Darkwa,NYG,RB,24,10,2,0,0,0,0,0,30,111,3.7,2,4,2,12,6.0,0,0,0,2,,,24,26.3,29.3,25.3,,88,,Orleans Darkwa,orleans darkwa,RB,RB,NYG,2016,344.0
305,Kenneth Farrow,SDG,RB,23,13,2,0,0,0,0,0,60,192,3.2,0,16,13,70,5.38,0,2,1,0,,,24,37.2,41.2,30.7,,89,,Kenneth Farrow,kenneth farrow,RB,RB,SDG,2016,294.0
306,Xavier Grimble,PIT,TE,24,13,2,0,0,0,0,0,0,0,,0,21,11,118,10.73,2,0,0,2,,,24,34.8,37.8,29.3,,49,,Xavier Grimble,xavier grimble,TE,TE,PIT,2016,309.0
307,Jalin Marshall,NYJ,WR,21,10,1,0,0,0,0,0,0,0,,0,23,14,162,11.57,2,4,2,2,,,24,38.2,43.2,31.2,,124,,Jalin Marshall,jalin marshall,WR,WR,NYJ,2016,290.0
308,Charles Johnson,MIN,WR,27,16,7,0,0,0,0,0,0,0,,0,37,20,232,11.6,0,0,0,0,,,23,43.2,46.2,33.2,,125,,Charles Johnson,charles johnson,WR,WR,MIN,2016,277.0
309,Marcedes Lewis,JAX,TE,32,10,10,0,0,0,0,0,0,0,,0,30,20,169,8.45,1,0,0,1,,,23,42.9,45.9,32.9,,50,,Marcedes Lewis,marcedes lewis,TE,TE,JAX,2016,279.0
310,Jordan Norwood,DEN,WR,30,14,6,0,0,0,0,0,1,0,0.0,0,35,21,232,11.05,1,5,3,1,,,23,44.2,50.2,33.7,,126,,Jordan Norwood,jordan norwood,WR,WR,DEN,2016,273.0
311,Ameer Abdullah,DET,RB,23,2,2,0,0,0,0,0,18,101,5.61,0,5,5,57,11.4,1,0,0,1,,,22,26.8,29.8,24.3,,91,,Ameer Abdullah,ameer abdullah,RB,RB,DET,2016,343.0
312,Ronnie Hillman,2TM,RB,25,8,1,0,0,0,0,0,41,131,3.2,0,15,7,93,13.29,0,0,0,0,,,22,29.4,32.4,25.9,,90,,Ronnie Hillman,ronnie hillman,RB,RB,2TM,2016,328.0
313,Ben Koyack,JAX,TE,23,14,7,0,0,0,0,0,0,0,,0,24,19,161,8.47,1,0,0,1,,,22,41.1,44.1,31.6,,51,,Ben Koyack,ben koyack,TE,TE,JAX,2016,282.0
314,Roger Lewis,NYG,WR,23,13,1,0,0,0,0,0,0,0,,0,19,7,97,13.86,2,0,0,2,,,22,28.7,28.7,25.2,,128,,Roger Lewis,roger lewis,WR,WR,NYG,2016,331.0
315,Marquess Wilson,CHI,WR,24,3,1,0,0,0,0,0,0,0,,0,16,9,160,17.78,1,0,0,1,,,22,31.0,34.0,26.5,,127,,Marquess Wilson,marquess wilson,WR,WR,CHI,2016,321.0
316,Harry Douglas,TEN,WR,32,11,2,0,0,0,0,0,0,0,,0,22,15,210,14.0,0,0,0,0,,,21,36.0,39.0,28.5,,129,,Harry Douglas,harry douglas,WR,WR,TEN,2016,299.0
317,Lance Dunbar,DAL,RB,26,13,0,0,0,0,0,0,9,31,3.44,1,24,16,122,7.63,0,1,0,1,,,21,37.3,40.3,29.3,,92,,Lance Dunbar,lance dunbar,RB,RB,DAL,2016,293.0
318,Darren Fells,ARI,TE,30,14,7,0,0,0,0,0,0,0,,0,18,14,154,11.0,1,0,0,1,,,21,35.4,38.4,28.4,,52,,Darren Fells,darren fells,TE,TE,ARI,2016,306.0
319,Josh Hill,NOR,TE,26,9,8,0,0,0,0,0,0,0,,0,22,15,149,9.93,1,0,0,1,,,21,35.9,38.9,28.4,,54,,Josh Hill,josh hill,TE,TE,NOR,2016,301.0
