Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,Player_fixed,player_clean,POS,POS_group,team,year,PPR_rank_year
1,David Johnson*+,ARI,RB,25,16,16,0,0,0,0,0,293,1239,4.23,16,120,80,879,10.99,4,5,3,20,1.0,,328,407.8,416.8,367.8,191.0,1,1.0,David Johnson,david johnson,RB,RB,ARI,2016,1.0
2,Ezekiel Elliott*+,DAL,RB,21,15,15,0,0,0,0,0,322,1631,5.07,15,39,32,363,11.34,1,5,1,16,,,293,325.4,332.4,309.4,156.0,2,2.0,Ezekiel Elliott,ezekiel elliott,RB,RB,DAL,2016,5.0
3,Aaron Rodgers*,GNB,QB,33,16,16,401,610,4428,40,7,67,369,5.51,4,0,0,0,,0,8,4,4,1.0,1.0,380,380.0,397.0,387.0,119.0,1,3.0,Aaron Rodgers,aaron rodgers,QB,QB,GNB,2016,2.0
4,LeSean McCoy*,BUF,RB,28,15,15,0,0,0,0,0,234,1267,5.41,13,57,50,356,7.12,1,3,0,14,1.0,,248,298.3,304.3,273.3,111.0,3,4.0,LeSean McCoy,lesean mccoy,RB,RB,BUF,2016,12.0
5,Le'Veon Bell*,PIT,RB,24,12,12,0,1,0,0,0,261,1268,4.86,7,94,75,616,8.21,2,4,1,9,1.0,,242,317.4,324.4,279.9,105.0,4,5.0,Le'Veon Bell,leveon bell,RB,RB,PIT,2016,6.0
6,DeMarco Murray*,TEN,RB,28,16,16,1,2,10,1,0,293,1287,4.39,9,67,53,377,7.11,3,3,1,12,,,241,293.8,300.8,267.3,104.0,5,6.0,DeMarco Murray,demarco murray,RB,RB,TEN,2016,14.0
7,Devonta Freeman*,ATL,RB,24,16,16,0,0,0,0,0,227,1079,4.75,11,65,54,462,8.56,2,1,1,13,,,230,284.1,291.1,257.1,93.0,6,7.0,Devonta Freeman,devonta freeman,RB,RB,ATL,2016,16.0
8,LeGarrette Blount,NWE,RB,30,16,8,0,0,0,0,0,299,1161,3.88,18,8,7,38,5.43,0,2,1,18,,,226,232.9,236.9,229.4,89.0,7,8.0,LeGarrette Blount,legarrette blount,RB,RB,NWE,2016,41.0
9,Matt Ryan*+,ATL,QB,31,16,16,373,534,4944,38,7,35,117,3.34,0,0,0,0,,0,4,2,0,1.0,1.0,347,347.5,362.5,354.5,87.0,2,9.0,Matt Ryan,matt ryan,QB,QB,ATL,2016,3.0
10,Mike Evans*,TAM,WR,23,16,16,0,0,0,0,0,0,0,,0,173,96,1321,13.76,12,0,0,12,2.0,,208,304.1,307.1,256.1,82.0,1,10.0,Mike Evans,mike evans,WR,WR,TAM,2016,10.0
11,Jordy Nelson,GNB,WR,31,16,16,0,0,0,0,0,0,0,,0,152,97,1257,12.96,14,1,1,14,,,208,304.7,308.7,256.2,82.0,2,11.0,Jordy Nelson,jordy nelson,WR,WR,GNB,2016,9.0
12,Antonio Brown*+,PIT,WR,28,15,15,0,0,0,0,0,3,9,3.0,0,154,106,1284,12.11,12,0,0,12,,,201,307.3,310.3,254.3,75.0,3,12.0,Antonio Brown,antonio brown,WR,WR,PIT,2016,8.0
13,Melvin Gordon*,SDG,RB,23,13,11,0,0,0,0,0,254,997,3.93,10,57,41,419,10.22,2,2,2,12,,,210,250.6,258.6,230.1,73.0,8,13.0,Melvin Gordon,melvin gordon,RB,RB,SDG,2016,33.0
14,Drew Brees*,NOR,QB,37,16,16,471,673,5208,37,15,23,20,0.87,2,0,0,0,,0,5,4,2,,,332,332.3,354.3,347.3,72.0,3,14.0,Drew Brees,drew brees,QB,QB,NOR,2016,4.0
15,Odell Beckham Jr.*,NYG,WR,24,16,16,0,0,0,0,0,1,9,9.0,0,169,101,1367,13.53,10,3,1,10,,,196,296.6,300.6,246.1,69.0,4,15.0,Odell Beckham Jr.,odell beckham jr,WR,WR,NYG,2016,13.0
16,Jordan Howard*,CHI,RB,22,15,13,0,0,0,0,0,252,1313,5.21,6,50,29,298,10.28,1,2,1,7,,,201,230.1,237.1,215.6,64.0,9,16.0,Jordan Howard,jordan howard,RB,RB,CHI,2016,45.0
17,Mark Ingram,NOR,RB,27,16,14,0,0,0,0,0,205,1043,5.09,6,58,46,319,6.93,4,2,2,10,2.0,,196,242.2,250.2,219.2,59.0,10,17.0,Mark Ingram,mark ingram,RB,RB,NOR,2016,39.0
18,T.Y. Hilton*,IND,WR,27,16,16,0,0,0,0,0,0,0,,0,155,91,1448,15.91,6,0,0,6,1.0,,183,273.8,276.8,228.3,57.0,5,18.0,T.Y. Hilton,ty hilton,WR,WR,IND,2016,18.0
19,Jay Ajayi*,MIA,RB,23,15,12,0,0,0,0,0,260,1272,4.89,8,35,27,151,5.59,0,4,1,8,,,188,215.3,222.3,201.8,51.0,11,19.0,Jay Ajayi,jay ajayi,RB,RB,MIA,2016,54.0
20,Julio Jones*+,ATL,WR,27,14,14,0,0,0,0,0,0,0,,0,129,83,1409,16.98,6,0,0,6,,,177,259.9,262.9,218.4,51.0,6,20.0,Julio Jones,julio jones,WR,WR,ATL,2016,24.0
21,Travis Kelce*+,KAN,TE,27,16,15,0,0,0,0,0,1,-5,-5.0,0,117,85,1125,13.24,4,0,0,4,1.0,,138,223.0,226.0,180.5,51.0,1,21.0,Travis Kelce,travis kelce,TE,TE,KAN,2016,50.0
22,Andrew Luck,IND,QB,27,15,15,346,545,4240,31,13,64,341,5.33,2,0,0,0,,0,6,5,2,,2.0,308,307.7,331.7,320.7,47.0,4,22.0,Andrew Luck,andrew luck,QB,QB,IND,2016,7.0
23,Davante Adams,GNB,WR,24,16,15,0,0,0,0,0,0,0,,0,121,75,997,13.29,12,2,1,12,1.0,,172,246.7,250.7,209.2,46.0,7,23.0,Davante Adams,davante adams,WR,WR,GNB,2016,34.0
24,Brandin Cooks,NOR,WR,23,16,12,0,0,0,0,0,6,30,5.0,0,117,78,1173,15.04,8,1,0,8,,,168,246.3,249.3,207.3,42.0,8,24.0,Brandin Cooks,brandin cooks,WR,WR,NOR,2016,35.0
25,Kirk Cousins*,WAS,QB,28,16,16,406,606,4917,25,12,34,96,2.82,4,0,0,0,,0,9,3,4,,,300,300.3,318.3,312.3,40.0,5,25.0,Kirk Cousins,kirk cousins,QB,QB,WAS,2016,11.0
26,Greg Olsen*,CAR,TE,31,16,16,0,0,0,0,0,0,0,,0,129,80,1073,13.41,3,0,0,3,1.0,,127,207.3,210.3,167.3,40.0,2,26.0,Greg Olsen,greg olsen,TE,TE,CAR,2016,62.0
27,Frank Gore,IND,RB,33,16,16,0,0,0,0,0,263,1025,3.9,4,47,38,277,7.29,4,2,1,8,,,176,214.2,221.2,195.2,39.0,12,27.0,Frank Gore,frank gore,RB,RB,IND,2016,55.0
28,Kyle Rudolph,MIN,TE,27,16,16,0,0,0,0,0,0,0,,0,132,83,840,10.12,7,0,0,7,,,126,209.0,212.0,167.5,39.0,3,28.0,Kyle Rudolph,kyle rudolph,TE,TE,MIN,2016,60.0
29,Latavius Murray,OAK,RB,26,14,12,0,0,0,0,0,195,788,4.04,12,43,33,264,8.0,0,2,1,12,,,175,208.2,215.2,191.7,38.0,13,29.0,Latavius Murray,latavius murray,RB,RB,OAK,2016,61.0
30,Michael Thomas,NOR,WR,23,15,12,0,0,0,0,0,0,0,,0,121,92,1137,12.36,9,2,2,9,,,164,255.7,260.7,209.7,38.0,9,30.0,Michael Thomas,michael thomas,WR,WR,NOR,2016,29.0
31,Jimmy Graham*,SEA,TE,30,16,15,0,0,0,0,0,1,0,0.0,0,95,65,923,14.2,6,2,2,6,,,124,189.3,194.3,156.8,37.0,4,31.0,Jimmy Graham,jimmy graham,TE,TE,SEA,2016,83.0
32,Delanie Walker*,TEN,TE,32,15,9,0,0,0,0,0,2,11,5.5,0,102,65,800,12.31,7,1,0,7,,,123,188.1,191.1,155.6,36.0,5,32.0,Delanie Walker,delanie walker,TE,TE,TEN,2016,85.0
33,Doug Baldwin*,SEA,WR,28,16,15,1,1,15,1,0,3,2,0.67,0,125,94,1128,12.0,7,1,0,7,,,160,253.6,256.6,206.6,33.0,10,33.0,Doug Baldwin,doug baldwin,WR,WR,SEA,2016,31.0
34,Tyreek Hill*+,KAN,WR,22,16,1,0,0,0,0,0,24,267,11.13,3,83,61,593,9.72,6,4,1,12,,,156,217.0,224.0,186.5,30.0,11,34.0,Tyreek Hill,tyreek hill,WR,WR,KAN,2016,52.0
35,Isaiah Crowell,CLE,RB,23,16,16,0,0,0,0,0,198,952,4.81,7,53,40,319,7.98,0,2,2,7,,,165,205.1,213.1,185.1,28.0,14,35.0,Isaiah Crowell,isaiah crowell,RB,RB,CLE,2016,63.0
36,Carlos Hyde,SFO,RB,26,13,13,0,0,0,0,0,217,988,4.55,6,33,27,163,6.04,3,5,3,9,1.0,,165,192.1,201.1,178.6,28.0,15,36.0,Carlos Hyde,carlos hyde,RB,RB,SFO,2016,77.0
37,Cameron Brate,TAM,TE,25,15,10,0,0,0,0,0,0,0,,0,81,57,660,11.58,8,1,0,8,,,114,171.0,174.0,142.5,27.0,6,37.0,Cameron Brate,cameron brate,TE,TE,TAM,2016,100.0
38,Dak Prescott*,DAL,QB,23,16,16,311,459,3667,23,4,57,282,4.95,6,0,0,0,,0,9,4,6,,,287,286.9,300.9,290.9,26.0,6,38.0,Dak Prescott,dak prescott,QB,QB,DAL,2016,15.0
39,Martellus Bennett,NWE,TE,29,16,12,0,0,0,0,0,2,10,5.0,0,73,55,701,12.75,7,0,0,7,,,113,168.1,171.1,140.6,26.0,7,39.0,Martellus Bennett,martellus bennett,TE,TE,NWE,2016,107.0
40,Spencer Ware,KAN,RB,25,14,14,0,0,0,0,0,214,921,4.3,3,42,33,447,13.55,2,4,3,5,,,161,193.8,202.8,177.3,24.0,16,40.0,Spencer Ware,spencer ware,RB,RB,KAN,2016,75.0
41,Michael Crabtree,OAK,WR,29,16,16,0,0,0,0,0,0,0,,0,145,89,1003,11.27,8,2,0,8,1.0,,150,239.3,242.3,194.8,24.0,12,41.0,Michael Crabtree,michael crabtree,WR,WR,OAK,2016,40.0
42,Lamar Miller,HOU,RB,25,14,14,0,0,0,0,0,268,1073,4.0,5,39,31,188,6.06,1,2,1,6,,,160,191.1,198.1,175.6,23.0,18,42.0,Lamar Miller,lamar miller,RB,RB,HOU,2016,80.0
43,Tevin Coleman,ATL,RB,23,13,0,0,0,0,0,0,118,520,4.41,8,40,31,421,13.58,3,1,0,11,,,160,191.1,197.1,175.6,23.0,17,43.0,Tevin Coleman,tevin coleman,RB,RB,ATL,2016,80.0
44,Amari Cooper*,OAK,WR,22,16,14,0,0,0,0,0,1,0,0.0,0,132,83,1153,13.89,5,2,0,5,2.0,,149,232.3,235.3,190.8,23.0,13,44.0,Amari Cooper,amari cooper,WR,WR,OAK,2016,42.0
45,Tyrell Williams,SDG,WR,24,16,12,0,0,0,0,0,0,0,,0,119,69,1059,15.35,7,0,0,7,,,148,216.9,219.9,182.4,22.0,14,45.0,Tyrell Williams,tyrell williams,WR,WR,SDG,2016,53.0
46,Rishard Matthews,TEN,WR,27,16,9,0,0,0,0,0,0,0,,0,108,65,945,14.54,9,1,1,9,,,147,211.5,215.5,179.0,20.0,15,46.0,Rishard Matthews,rishard matthews,WR,WR,TEN,2016,59.0
47,Matthew Stafford,DET,QB,28,16,16,388,594,4327,24,10,37,207,5.59,2,1,0,0,,0,3,2,2,,1.0,280,279.8,297.8,289.8,19.0,7,47.0,Matthew Stafford,matthew stafford,QB,QB,DET,2016,17.0
48,Todd Gurley,LAR,RB,22,16,16,0,0,0,0,0,278,885,3.18,6,58,43,327,7.6,0,2,1,6,,,155,198.2,205.2,176.7,18.0,20,48.0,Todd Gurley,todd gurley,RB,RB,LAR,2016,68.0
49,Jeremy Hill,CIN,RB,24,15,13,0,0,0,0,0,222,839,3.78,9,27,21,174,8.29,0,0,0,9,,,155,176.3,182.3,165.8,18.0,19,49.0,Jeremy Hill,jeremy hill,RB,RB,CIN,2016,96.0
50,Zach Ertz,PHI,TE,26,14,12,0,0,0,0,0,0,0,,0,106,78,816,10.46,4,0,0,4,,,106,183.6,186.6,144.6,18.0,8,50.0,Zach Ertz,zach ertz,TE,TE,PHI,2016,90.0
51,Matt Forte,NYJ,RB,31,14,13,0,0,0,0,0,218,813,3.73,7,43,30,263,8.77,1,1,1,8,,,154,183.6,190.6,168.6,17.0,21,51.0,Matt Forte,matt forte,RB,RB,NYJ,2016,90.0
52,Jordan Reed*,WAS,TE,26,12,8,0,0,0,0,0,0,0,,0,89,66,686,10.39,6,1,1,6,,,103,168.6,172.6,135.6,15.0,9,52.0,Jordan Reed,jordan reed,TE,TE,WAS,2016,105.0
53,Jarvis Landry*,MIA,WR,24,16,16,0,1,0,0,0,5,17,3.4,0,131,94,1136,12.09,4,2,2,4,1.0,,137,231.3,236.3,184.3,11.0,16,53.0,Jarvis Landry,jarvis landry,WR,WR,MIA,2016,43.0
54,Larry Fitzgerald*,ARI,WR,33,16,16,0,1,0,0,0,2,5,2.5,0,150,107,1023,9.56,6,2,1,6,,,137,243.8,247.8,190.3,11.0,17,54.0,Larry Fitzgerald,larry fitzgerald,WR,WR,ARI,2016,36.0
55,Tyrod Taylor,BUF,QB,27,15,15,269,436,3023,17,6,95,580,6.11,6,0,0,0,,0,4,2,6,1.0,1.0,271,270.9,284.9,276.9,10.0,8,55.0,Tyrod Taylor,tyrod taylor,QB,QB,BUF,2016,20.0
56,Terrelle Pryor,CLE,WR,27,16,15,5,9,41,0,0,8,21,2.63,1,140,77,1007,13.08,4,1,0,5,1.0,,136,213.4,216.4,174.9,10.0,18,56.0,Terrelle Pryor,terrelle pryor,WR,WR,CLE,2016,57.0
57,Demaryius Thomas*,DEN,WR,29,16,16,0,0,0,0,0,0,0,,0,144,90,1083,12.03,5,2,2,5,,1.0,136,226.3,231.3,181.3,10.0,19,57.0,Demaryius Thomas,demaryius thomas,WR,WR,DEN,2016,46.0
58,Blake Bortles,JAX,QB,24,16,16,368,625,3905,23,16,58,359,6.19,3,1,1,20,20.0,1,8,6,4,1.0,1.0,270,271.1,299.1,286.6,9.0,9,58.0,Blake Bortles,blake bortles,QB,QB,JAX,2016,19.0
59,Derek Carr*,OAK,QB,25,15,15,357,560,3937,28,6,39,70,1.79,0,0,0,0,,0,5,3,0,,5.0,268,268.5,280.5,274.5,8.0,10,59.0,Derek Carr,derek carr,QB,QB,OAK,2016,22.0
60,Kelvin Benjamin,CAR,WR,25,16,13,0,0,0,0,0,0,0,,0,118,63,941,14.94,7,1,1,7,,,134,197.1,201.1,165.6,8.0,20,60.0,Kelvin Benjamin,kelvin benjamin,WR,WR,CAR,2016,71.0
61,Antonio Gates,SDG,TE,36,14,9,0,0,0,0,0,0,0,,0,93,53,548,10.34,7,1,1,7,,,95,147.8,151.8,121.3,8.0,10,61.0,Antonio Gates,antonio gates,TE,TE,SDG,2016,119.0
62,Russell Wilson,SEA,QB,28,16,16,353,546,4219,21,11,72,259,3.6,1,2,2,14,7.0,1,8,2,2,,1.0,268,270.1,289.1,280.1,7.0,11,62.0,Russell Wilson,russell wilson,QB,QB,SEA,2016,21.0
63,Emmanuel Sanders*,DEN,WR,29,16,16,0,0,0,0,0,1,4,4.0,0,137,79,1032,13.06,5,1,0,5,,,134,212.6,215.6,173.1,7.0,21,63.0,Emmanuel Sanders,emmanuel sanders,WR,WR,DEN,2016,58.0
64,Hunter Henry,SDG,TE,22,15,10,0,0,0,0,0,0,0,,0,53,36,478,13.28,8,1,1,8,,,94,129.8,133.8,111.8,7.0,11,64.0,Hunter Henry,hunter henry,TE,TE,SDG,2016,145.0
65,Golden Tate,DET,WR,28,16,16,0,0,0,0,0,10,4,0.4,0,135,91,1077,11.84,4,2,1,4,1.0,,132,223.1,227.1,177.6,6.0,23,65.0,Golden Tate,golden tate,WR,WR,DET,2016,49.0
66,Julian Edelman,NWE,WR,30,16,13,0,0,0,0,0,12,57,4.75,0,159,98,1106,11.29,3,3,2,3,1.0,,132,230.3,235.3,181.3,6.0,22,66.0,Julian Edelman,julian edelman,WR,WR,NWE,2016,44.0
67,Mike Wallace,BAL,WR,30,16,16,0,0,0,0,0,5,31,6.2,0,116,72,1017,14.13,4,1,0,4,1.0,,131,202.8,205.8,166.8,5.0,24,67.0,Mike Wallace,mike wallace,WR,WR,BAL,2016,64.0
68,Jamison Crowder,WAS,WR,23,16,9,0,0,0,0,0,2,-2,-1.0,0,99,67,847,12.64,7,2,1,8,,,131,197.5,201.5,164.0,4.0,25,68.0,Jamison Crowder,jamison crowder,WR,WR,WAS,2016,69.0
69,Dez Bryant*,DAL,WR,28,13,13,1,1,10,1,0,0,0,,0,96,50,796,15.92,8,1,1,8,,,130,180.0,184.0,155.0,4.0,26,69.0,Dez Bryant,dez bryant,WR,WR,DAL,2016,93.0
70,Bilal Powell,NYJ,RB,28,16,4,0,0,0,0,0,131,722,5.51,3,74,58,388,6.69,2,1,1,5,,,139,197.0,204.0,168.0,2.0,22,70.0,Bilal Powell,bilal powell,RB,RB,NYJ,2016,72.0
71,Kenny Britt,LAR,WR,28,15,15,0,0,0,0,0,0,0,,0,111,68,1002,14.74,5,2,1,5,,,128,196.2,200.2,162.2,2.0,27,71.0,Kenny Britt,kenny britt,WR,WR,LAR,2016,73.0
72,Jonathan Stewart,CAR,RB,29,13,13,0,0,0,0,0,218,824,3.78,9,21,8,60,7.5,0,3,2,9,,,138,146.4,151.4,142.4,1.0,23,72.0,Jonathan Stewart,jonathan stewart,RB,RB,CAR,2016,123.0
73,Andy Dalton*,CIN,QB,29,16,16,364,563,4206,18,8,46,184,4.0,4,0,0,0,,0,9,3,4,,,261,260.6,277.6,268.6,,12,73.0,Andy Dalton,andy dalton,QB,QB,CIN,2016,23.0
74,Marcus Mariota,TEN,QB,23,15,15,276,451,3426,26,9,60,349,5.82,2,1,0,0,,0,10,5,2,,,260,259.9,279.9,268.9,,13,74.0,Marcus Mariota,marcus mariota,QB,QB,TEN,2016,24.0
75,Tom Brady*,NWE,QB,39,12,12,291,432,3554,28,2,28,64,2.29,0,0,0,0,,0,5,0,0,,1.0,259,258.6,263.6,260.6,,15,75.0,Tom Brady,tom brady,QB,QB,NWE,2016,27.0
76,Philip Rivers*,SDG,QB,35,16,16,349,578,4386,33,21,14,35,2.5,0,0,0,0,,0,9,5,0,,,259,258.9,287.9,279.9,,14,76.0,Philip Rivers,philip rivers,QB,QB,SDG,2016,26.0
77,Jameis Winston,TAM,QB,22,16,16,345,567,4090,28,18,53,165,3.11,1,0,0,0,,0,10,6,1,,3.0,256,256.1,286.1,274.1,,16,77.0,Jameis Winston,jameis winston,QB,QB,TAM,2016,28.0
78,Cam Newton,CAR,QB,27,15,14,270,510,3509,19,14,90,359,3.99,5,0,0,0,,0,3,2,5,1.0,1.0,254,254.3,276.3,268.3,,17,78.0,Cam Newton,cam newton,QB,QB,CAR,2016,30.0
79,Ben Roethlisberger*,PIT,QB,34,14,14,328,509,3819,29,13,16,14,0.88,1,0,0,0,,0,8,2,1,,3.0,252,252.2,270.2,265.2,,18,,Ben Roethlisberger,ben roethlisberger,QB,QB,PIT,2016,32.0
80,Carson Palmer,ARI,QB,37,15,15,364,597,4233,26,14,14,38,2.71,0,0,0,0,,0,14,4,0,,1.0,243,243.1,264.1,257.1,,19,,Carson Palmer,carson palmer,QB,QB,ARI,2016,37.0
81,Joe Flacco,BAL,QB,31,16,16,436,672,4317,20,15,21,58,2.76,2,0,0,0,,0,5,3,2,,4.0,242,242.5,263.5,257.5,,20,,Joe Flacco,joe flacco,QB,QB,BAL,2016,38.0
82,Eli Manning,NYG,QB,35,16,16,377,598,4027,26,16,21,-9,-0.43,0,0,0,0,,0,7,4,0,,,224,224.2,247.2,240.2,,21,,Eli Manning,eli manning,QB,QB,NYG,2016,48.0
83,Alex Smith*,KAN,QB,32,15,15,328,489,3502,15,8,48,134,2.79,5,1,1,3,3.0,0,7,4,5,,2.0,224,224.8,242.8,232.3,,22,,Alex Smith,alex smith,QB,QB,KAN,2016,47.0
84,Sam Bradford,MIN,QB,29,15,15,395,552,3877,20,5,20,53,2.65,0,1,1,5,5.0,0,10,5,0,,,221,221.9,234.9,226.4,,23,,Sam Bradford,sam bradford,QB,QB,MIN,2016,51.0
85,Carson Wentz,PHI,QB,24,16,16,379,607,3782,16,14,46,150,3.26,2,1,1,7,7.0,0,14,3,2,1.0,1.0,213,214.0,237.0,227.5,,24,,Carson Wentz,carson wentz,QB,QB,PHI,2016,56.0
86,Colin Kaepernick,SFO,QB,29,12,11,196,331,2241,16,4,69,468,6.78,2,0,0,0,,0,9,3,2,1.0,,200,200.4,213.4,204.4,,25,,Colin Kaepernick,colin kaepernick,QB,QB,SFO,2016,66.0
87,Trevor Siemian,DEN,QB,25,14,14,289,486,3401,18,10,28,57,2.04,0,0,0,0,,0,4,2,0,1.0,,192,191.7,206.7,201.7,,26,,Trevor Siemian,trevor siemian,QB,QB,DEN,2016,78.0
88,Ryan Tannehill,MIA,QB,28,13,13,261,389,2995,19,12,39,164,4.21,1,0,0,0,,0,9,3,1,,1.0,190,190.2,211.2,202.2,,27,,Ryan Tannehill,ryan tannehill,QB,QB,MIA,2016,82.0
89,Brock Osweiler,HOU,QB,26,15,14,301,510,2957,15,16,30,131,4.37,2,1,1,-14,-14.0,0,5,1,2,,,168,169.0,192.0,184.5,,28,,Brock Osweiler,brock osweiler,QB,QB,HOU,2016,102.0
90,Terrance West,BAL,RB,25,16,13,0,0,0,0,0,193,774,4.01,5,45,34,236,6.94,1,2,0,6,,,137,171.0,177.0,154.0,,24,,Terrance West,terrance west,RB,RB,BAL,2016,100.0
91,Ryan Fitzpatrick,NYJ,QB,34,14,11,228,403,2710,12,17,33,130,3.94,0,0,0,0,,0,9,1,0,,,133,133.4,157.4,150.4,,29,,Ryan Fitzpatrick,ryan fitzpatrick,QB,QB,NYJ,2016,139.0
92,Ryan Mathews,PHI,RB,29,13,8,0,0,0,0,0,155,661,4.26,8,14,13,115,8.85,1,3,2,9,2.0,,132,144.6,152.6,138.1,,25,,Ryan Mathews,ryan mathews,RB,RB,PHI,2016,126.0
93,Kenny Stills,MIA,WR,24,16,16,0,0,0,0,0,0,0,,0,81,42,726,17.29,9,0,0,9,,,127,168.6,171.6,147.6,,28,,Kenny Stills,kenny stills,WR,WR,MIA,2016,105.0
94,Allen Robinson,JAX,WR,23,16,16,0,0,0,0,0,0,0,,0,151,73,883,12.1,6,1,0,6,1.0,,126,199.3,202.3,162.8,,29,,Allen Robinson,allen robinson,WR,WR,JAX,2016,67.0
95,Adam Thielen,MIN,WR,26,16,10,0,0,0,0,0,2,15,7.5,0,92,69,967,14.01,5,2,1,5,,,126,195.2,199.2,160.7,,30,,Adam Thielen,adam thielen,WR,WR,MIN,2016,74.0
96,DeSean Jackson,WAS,WR,30,15,15,0,0,0,0,0,0,0,,0,100,56,1005,17.95,4,0,0,4,,,125,180.5,183.5,152.5,,31,,DeSean Jackson,desean jackson,WR,WR,WAS,2016,92.0
97,Pierre Garcon,WAS,WR,30,16,16,0,0,0,0,0,0,0,,0,114,79,1041,13.18,3,0,0,3,,,122,201.1,204.1,161.6,,32,,Pierre Garcon,pierre garcon,WR,WR,WAS,2016,65.0
98,Brandon LaFell,CIN,WR,30,16,14,0,0,0,0,0,1,-2,-2.0,0,107,64,862,13.47,6,0,0,6,,,122,186.0,189.0,154.0,,33,,Brandon LaFell,brandon lafell,WR,WR,CIN,2016,87.0
99,Robert Kelley,WAS,RB,24,15,9,0,0,0,0,0,168,704,4.19,6,18,12,82,6.83,1,0,0,7,,,121,132.6,135.6,126.6,,26,,Robert Kelley,robert kelley,RB,RB,WAS,2016,141.0
100,A.J. Green*,CIN,WR,28,10,10,0,0,0,0,0,0,0,,0,100,66,964,14.61,4,0,0,4,,,120,186.4,189.4,153.4,,34,,A.J. Green,aj green,WR,WR,CIN,2016,86.0
101,Willie Snead,NOR,WR,24,15,4,1,1,50,1,0,0,0,,0,104,72,895,12.43,4,2,0,4,,,120,191.5,194.5,155.5,,35,,Willie Snead,willie snead,WR,WR,NOR,2016,79.0
102,DeAndre Hopkins,HOU,WR,24,16,16,0,0,0,0,0,0,0,,0,151,78,954,12.23,4,0,0,4,,,119,197.4,200.4,158.4,,36,,DeAndre Hopkins,deandre hopkins,WR,WR,HOU,2016,70.0
103,Sterling Shepard,NYG,WR,23,16,16,0,0,0,0,0,3,31,10.33,0,105,65,683,10.51,8,0,0,8,,,119,184.4,187.4,151.9,,37,,Sterling Shepard,sterling shepard,WR,WR,NYG,2016,88.0
104,Mike Gillislee,BUF,RB,26,15,1,0,0,0,0,0,101,577,5.71,8,11,9,50,5.56,1,1,0,9,,,117,125.7,128.7,121.2,,27,,Mike Gillislee,mike gillislee,RB,RB,BUF,2016,150.0
105,Marvin Jones,DET,WR,26,15,15,0,0,0,0,0,1,3,3.0,0,103,55,930,16.91,4,0,0,4,,,117,172.3,175.3,144.8,,38,,Marvin Jones,marvin jones,WR,WR,DET,2016,98.0
106,Marqise Lee,JAX,WR,25,16,6,1,1,20,1,0,6,35,5.83,0,105,63,851,13.51,3,1,1,4,,,115,178.4,182.4,146.9,,39,,Marqise Lee,marqise lee,WR,WR,JAX,2016,95.0
107,Christine Michael,2TM,RB,26,15,7,0,0,0,0,0,148,583,3.94,7,29,22,107,4.86,1,2,1,8,,,115,137.0,144.0,126.0,,28,,Christine Michael,christine michael,RB,RB,2TM,2016,136.0
108,Cole Beasley,DAL,WR,27,16,6,0,1,0,0,0,1,7,7.0,0,98,75,833,11.11,5,0,0,5,,,114,189.0,192.0,151.5,,40,,Cole Beasley,cole beasley,WR,WR,DAL,2016,84.0
109,Steve Smith Sr.,BAL,WR,37,14,14,0,0,0,0,0,0,0,,0,101,70,799,11.41,5,0,0,5,2.0,,114,183.9,186.9,148.9,,41,,Steve Smith Sr.,steve smith sr,WR,WR,BAL,2016,89.0
110,Cameron Meredith,CHI,WR,24,14,10,1,1,2,1,0,1,6,6.0,0,97,66,888,13.45,4,3,2,4,,,113,179.5,184.5,146.5,,42,,Cameron Meredith,cameron meredith,WR,WR,CHI,2016,94.0
111,Devontae Booker,DEN,RB,24,16,6,0,0,0,0,0,174,612,3.52,4,45,31,265,8.55,1,4,3,5,,,112,142.7,151.7,127.2,,29,,Devontae Booker,devontae booker,RB,RB,DEN,2016,129.0
112,Quincy Enunwa,NYJ,WR,24,16,13,0,0,0,0,0,1,12,12.0,0,105,58,857,14.78,4,0,0,4,,,111,168.9,171.9,139.9,,43,,Quincy Enunwa,quincy enunwa,WR,WR,NYJ,2016,103.0
113,Case Keenum,LAR,QB,28,10,9,196,322,2201,9,11,20,51,2.55,1,0,0,0,,0,5,1,1,,,111,111.1,126.1,122.1,,30,,Case Keenum,case keenum,QB,QB,LAR,2016,165.0
114,Darren Sproles*,PHI,RB,33,15,5,0,0,0,0,0,94,438,4.66,2,71,52,427,8.21,2,1,0,4,,,111,162.5,168.5,136.5,,30,,Darren Sproles,darren sproles,RB,RB,PHI,2016,109.0
115,Stefon Diggs,MIN,WR,23,13,11,0,0,0,0,0,3,10,3.33,0,112,84,903,10.75,3,0,0,3,,,109,193.3,196.3,151.3,,44,,Stefon Diggs,stefon diggs,WR,WR,MIN,2016,76.0
