Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,Player_fixed,player_clean,POS,POS_group,team,year,PPR_rank_year,ppr_percentile_overall,ppr_percentile_pos
80,Cam Newton,CAR,QB,25,14,14.0,262.0,448.0,3127.0,18.0,12.0,103.0,539.0,5.23,5.0,0.0,0.0,0.0,,0.0,9.0,5.0,5,,1.0,249,249.0,272.0,261.0,,17,,Cam Newton,cam newton,QB,QB,CAR,2014,37.0,0.9272727272727272,0.9675456389452333
81,Andy Dalton*,CIN,QB,27,16,16.0,309.0,481.0,3398.0,19.0,17.0,60.0,169.0,2.82,4.0,1.0,1.0,18.0,18.0,1.0,3.0,2.0,5,,1.0,225,225.6,250.6,242.1,,18,,Andy Dalton,andy dalton,QB,QB,CIN,2014,45.0,0.9111111111111111,0.9655172413793104
82,Alex Smith,KAN,QB,30,15,15.0,303.0,464.0,3265.0,18.0,6.0,49.0,254.0,5.18,1.0,0.0,0.0,0.0,,0.0,4.0,1.0,1,,,220,220.0,233.0,226.0,,19,,Alex Smith,alex smith,QB,QB,KAN,2014,50.0,0.901010101010101,0.9634888438133874
83,Derek Carr,OAK,QB,23,16,16.0,348.0,599.0,3270.0,21.0,12.0,29.0,92.0,3.17,0.0,1.0,0.0,0.0,,0.0,10.0,4.0,0,,,192,192.0,211.0,204.0,,20,,Derek Carr,derek carr,QB,QB,OAK,2014,66.0,0.8686868686868687,0.9614604462474645
84,Teddy Bridgewater,MIN,QB,22,13,12.0,259.0,402.0,2919.0,14.0,12.0,47.0,209.0,4.45,1.0,0.0,0.0,0.0,,0.0,3.0,0.0,1,,2.0,180,179.7,197.7,191.7,,22,,Teddy Bridgewater,teddy bridgewater,QB,QB,MIN,2014,78.0,0.8444444444444444,0.9594320486815415
85,Ryan Fitzpatrick,HOU,QB,32,12,12.0,197.0,312.0,2483.0,17.0,8.0,50.0,184.0,3.68,2.0,0.0,0.0,0.0,,0.0,5.0,1.0,2,,,180,179.7,194.7,187.7,,21,,Ryan Fitzpatrick,ryan fitzpatrick,QB,QB,HOU,2014,78.0,0.8444444444444444,0.9594320486815415
86,Kyle Orton,BUF,QB,32,12,12.0,287.0,447.0,3018.0,18.0,10.0,15.0,14.0,0.93,1.0,0.0,0.0,0.0,,0.0,3.0,3.0,1,,1.0,176,176.1,192.1,186.1,,23,,Kyle Orton,kyle orton,QB,QB,BUF,2014,85.0,0.8303030303030303,0.9553752535496958
87,Blake Bortles,JAX,QB,22,14,13.0,280.0,475.0,2908.0,11.0,17.0,56.0,419.0,7.48,0.0,0.0,0.0,0.0,,0.0,7.0,1.0,0,,1.0,168,168.2,192.2,185.2,,24,,Blake Bortles,blake bortles,QB,QB,JAX,2014,92.0,0.8161616161616162,0.9533468559837728
88,Brian Hoyer,CLE,QB,29,14,13.0,242.0,438.0,3326.0,12.0,13.0,24.0,39.0,1.63,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,0,,,157,156.9,173.9,169.9,,25,,Brian Hoyer,brian hoyer,QB,QB,CLE,2014,106.0,0.7878787878787878,0.9513184584178499
89,Geno Smith,NYJ,QB,24,14,13.0,219.0,367.0,2525.0,13.0,13.0,59.0,238.0,4.03,1.0,1.0,0.0,0.0,,0.0,8.0,3.0,1,,,151,150.8,172.8,163.8,,26,,Geno Smith,geno smith,QB,QB,NYJ,2014,113.0,0.7737373737373737,0.949290060851927
90,Mark Sanchez,PHI,QB,28,9,8.0,198.0,309.0,2418.0,14.0,11.0,34.0,87.0,2.56,1.0,0.0,0.0,0.0,,0.0,7.0,3.0,1,,,139,139.4,156.4,150.4,,27,,Mark Sanchez,mark sanchez,QB,QB,PHI,2014,123.0,0.7535353535353535,0.947261663286004
91,Josh McCown,TAM,QB,35,11,11.0,184.0,327.0,2206.0,11.0,14.0,25.0,127.0,5.08,3.0,0.0,0.0,0.0,,0.0,10.0,4.0,3,,,127,126.9,150.9,140.9,,28,,Josh McCown,josh mccown,QB,QB,TAM,2014,137.0,0.7252525252525253,0.9452332657200812
92,Malcom Floyd,SDG,WR,33,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,92.0,52.0,856.0,16.46,6.0,0.0,0.0,6,,,122,173.6,176.6,147.6,,30,,Malcom Floyd,malcom floyd,WR,WR,SDG,2014,89.0,0.8222222222222222,0.9222903885480572
93,Jonathan Stewart,CAR,RB,27,13,8.0,0.0,0.0,0.0,0.0,0.0,175.0,809.0,4.62,3.0,31.0,25.0,181.0,7.24,1.0,2.0,1.0,4,,,121,146.0,153.0,133.5,,24,,Jonathan Stewart,jonathan stewart,RB,RB,CAR,2014,116.0,0.7676767676767677,0.9515151515151515
94,Nick Foles,PHI,QB,25,8,8.0,186.0,311.0,2163.0,13.0,10.0,16.0,68.0,4.25,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,0,,,119,119.3,135.3,129.3,,29,,Nick Foles,nick foles,QB,QB,PHI,2014,146.0,0.7070707070707071,0.9432048681541583
95,Tre Mason,STL,RB,21,12,9.0,0.0,0.0,0.0,0.0,0.0,179.0,765.0,4.27,4.0,26.0,16.0,148.0,9.25,1.0,2.0,1.0,5,,,119,135.3,142.3,127.3,,25,,Tre Mason,tre mason,RB,RB,STL,2014,129.0,0.7414141414141414,0.9414141414141414
96,Eddie Royal,SDG,WR,28,16,11.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,4.67,0.0,91.0,62.0,778.0,12.55,7.0,1.0,1.0,7,,,119,181.2,185.2,150.2,,31,,Eddie Royal,eddie royal,WR,WR,SDG,2014,76.0,0.8484848484848485,0.9366053169734151
97,Marques Colston,NOR,WR,31,16,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,59.0,902.0,15.29,5.0,1.0,1.0,5,,,118,177.2,181.2,147.7,,33,,Marques Colston,marques colston,WR,WR,NOR,2014,83.0,0.8343434343434344,0.9284253578732107
98,Michael Floyd,ARI,WR,25,16,14.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,99.0,47.0,841.0,17.89,6.0,3.0,1.0,6,,,118,165.3,169.3,141.8,,32,,Michael Floyd,michael floyd,WR,WR,ARI,2014,96.0,0.8080808080808081,0.9120654396728016
99,Brandon Marshall,CHI,WR,30,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,106.0,61.0,721.0,11.82,8.0,1.0,1.0,8,,,118,179.1,183.1,148.6,,34,,Brandon Marshall,brandon marshall,WR,WR,CHI,2014,81.0,0.8383838383838383,0.9304703476482618
100,Darren Sproles*,PHI,RB,31,15,0.0,0.0,0.0,0.0,0.0,0.0,57.0,329.0,5.77,6.0,62.0,40.0,387.0,9.68,0.0,4.0,1.0,8,,,118,157.6,164.6,137.6,,26,,Darren Sproles,darren sproles,RB,RB,PHI,2014,105.0,0.7898989898989899,0.9575757575757575
101,Ahmad Bradshaw,IND,RB,28,10,1.0,0.0,0.0,0.0,0.0,0.0,90.0,425.0,4.72,2.0,47.0,38.0,300.0,7.89,6.0,3.0,2.0,8,,,117,154.5,162.5,135.5,,27,,Ahmad Bradshaw,ahmad bradshaw,RB,RB,IND,2014,108.0,0.7838383838383838,0.9555555555555556
102,Shane Vereen,NWE,RB,25,16,6.0,0.0,0.0,0.0,0.0,0.0,96.0,391.0,4.07,2.0,77.0,52.0,447.0,8.6,3.0,0.0,0.0,5,,,114,165.8,171.8,139.8,,28,,Shane Vereen,shane vereen,RB,RB,NWE,2014,95.0,0.8101010101010101,0.9616161616161616
103,Isaiah Crowell,CLE,RB,21,16,4.0,0.0,0.0,0.0,0.0,0.0,148.0,607.0,4.1,8.0,14.0,9.0,87.0,9.67,0.0,3.0,2.0,8,,,113,122.4,127.4,117.9,,29,,Isaiah Crowell,isaiah crowell,RB,RB,CLE,2014,141.0,0.7171717171717171,0.9333333333333333
104,Rueben Randle,NYG,WR,23,16,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,127.0,71.0,938.0,13.21,3.0,0.0,0.0,3,,,112,182.8,185.8,147.3,,35,,Rueben Randle,rueben randle,WR,WR,NYG,2014,74.0,0.8525252525252525,0.9406952965235174
105,Kenny Stills,NOR,WR,22,15,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,-2.0,0.0,83.0,63.0,931.0,14.78,3.0,1.0,0.0,3,,,111,173.9,176.9,142.4,,36,,Kenny Stills,kenny stills,WR,WR,NOR,2014,88.0,0.8242424242424242,0.9243353783231084
106,Kendall Wright,TEN,WR,25,14,11.0,0.0,0.0,0.0,0.0,0.0,4.0,54.0,13.5,0.0,93.0,57.0,715.0,12.54,6.0,1.0,1.0,6,,,111,167.9,171.9,139.4,,37,,Kendall Wright,kendall wright,WR,WR,TEN,2014,93.0,0.8141414141414142,0.9161554192229039
107,Vincent Jackson,TAM,WR,31,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,142.0,70.0,1002.0,14.31,2.0,1.0,1.0,2,,,110,180.2,184.2,145.2,,38,,Vincent Jackson,vincent jackson,WR,WR,TAM,2014,77.0,0.8464646464646465,0.934560327198364
108,Greg Jennings,MIN,WR,31,16,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,92.0,59.0,742.0,12.58,6.0,1.0,0.0,6,,,110,169.2,172.2,139.7,,39,,Greg Jennings,greg jennings,WR,WR,MIN,2014,91.0,0.8181818181818181,0.918200408997955
109,Terrance Williams,DAL,WR,25,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,66.0,37.0,621.0,16.78,8.0,0.0,0.0,8,,,110,147.1,150.1,128.6,,40,,Terrance Williams,terrance williams,WR,WR,DAL,2014,114.0,0.7717171717171717,0.8957055214723927
110,Rashad Jennings,NYG,RB,29,11,9.0,0.0,0.0,0.0,0.0,0.0,167.0,639.0,3.83,4.0,41.0,30.0,226.0,7.53,0.0,1.0,1.0,4,,,109,138.5,145.5,123.5,,31,,Rashad Jennings,rashad jennings,RB,RB,NYG,2014,125.0,0.7494949494949494,0.9434343434343434
111,Branden Oliver,SDG,RB,23,14,7.0,0.0,0.0,0.0,0.0,0.0,160.0,582.0,3.64,3.0,45.0,36.0,271.0,7.53,1.0,0.0,0.0,4,,,109,145.3,151.3,127.3,,30,,Branden Oliver,branden oliver,RB,RB,SDG,2014,117.0,0.7656565656565657,0.9494949494949495
112,Austin Davis,STL,QB,25,10,8.0,180.0,284.0,2001.0,12.0,9.0,16.0,36.0,2.25,0.0,0.0,0.0,0.0,,0.0,5.0,3.0,0,,,108,107.6,122.6,116.6,,30,,Austin Davis,austin davis,QB,QB,STL,2014,159.0,0.6808080808080808,0.9411764705882353
113,Andre Johnson,HOU,WR,33,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,146.0,85.0,936.0,11.01,3.0,3.0,3.0,3,,,106,190.6,196.6,148.1,,41,,Andre Johnson,andre johnson,WR,WR,HOU,2014,69.0,0.8626262626262626,0.9427402862985685
114,Knile Davis,KAN,RB,23,16,1.0,0.0,0.0,0.0,0.0,0.0,134.0,463.0,3.46,6.0,25.0,16.0,147.0,9.19,1.0,4.0,2.0,8,,,105,121.0,129.0,113.0,,32,,Knile Davis,knile davis,RB,RB,KAN,2014,142.0,0.7151515151515151,0.9313131313131313
115,Martavis Bryant,PIT,WR,23,10,3.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,4.0,0.0,48.0,26.0,549.0,21.12,8.0,0.0,0.0,8,,,104,130.1,133.1,117.1,,42,,Martavis Bryant,martavis bryant,WR,WR,PIT,2014,133.0,0.7333333333333334,0.8813905930470347
116,Allen Hurns,JAX,WR,23,16,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,97.0,51.0,677.0,13.27,6.0,0.0,0.0,6,,,104,154.7,157.7,129.2,,43,,Allen Hurns,allen hurns,WR,WR,JAX,2014,107.0,0.7858585858585858,0.901840490797546
117,Carson Palmer,ARI,QB,35,6,6.0,141.0,224.0,1626.0,11.0,3.0,8.0,25.0,3.13,0.0,1.0,0.0,0.0,,0.0,3.0,1.0,0,,,104,103.5,110.5,106.5,,31,,Carson Palmer,carson palmer,QB,QB,ARI,2014,164.0,0.6707070707070707,0.9391480730223124
118,Terrance West,CLE,RB,23,14,6.0,0.0,0.0,0.0,0.0,0.0,171.0,673.0,3.94,4.0,13.0,11.0,64.0,5.82,1.0,2.0,1.0,5,,,102,112.7,116.7,107.2,,33,,Terrance West,terrance west,RB,RB,CLE,2014,157.0,0.6848484848484848,0.9212121212121213
119,Doug Baldwin,SEA,WR,26,16,16.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,98.0,66.0,825.0,12.5,3.0,0.0,0.0,3,,,101,167.3,170.3,134.3,,44,,Doug Baldwin,doug baldwin,WR,WR,SEA,2014,94.0,0.8121212121212121,0.9141104294478528
120,James Jones,OAK,WR,30,16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,112.0,73.0,666.0,9.12,6.0,3.0,1.0,6,,,101,173.6,177.6,137.1,,45,,James Jones,james jones,WR,WR,OAK,2014,89.0,0.8222222222222222,0.9222903885480572
121,Robert Woods,BUF,WR,22,16,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,104.0,65.0,699.0,10.75,5.0,1.0,1.0,5,1.0,,100,164.9,168.9,132.4,,46,,Robert Woods,robert woods,WR,WR,BUF,2014,97.0,0.806060606060606,0.9100204498977505
122,John Brown,ARI,WR,24,16,5.0,0.0,0.0,0.0,0.0,0.0,3.0,-6.0,-2.0,0.0,102.0,48.0,696.0,14.5,5.0,0.0,0.0,5,,,99,147.0,150.0,123.0,,47,,John Brown,john brown,WR,WR,ARI,2014,115.0,0.7696969696969697,0.8936605316973415
123,Keenan Allen,SDG,WR,22,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,121.0,77.0,783.0,10.17,4.0,2.0,2.0,4,,,98,175.3,180.3,136.8,,48,,Keenan Allen,keenan allen,WR,WR,SDG,2014,87.0,0.8262626262626263,0.9263803680981595
124,Jarvis Landry,MIA,WR,22,16,11.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,-2.0,0.0,112.0,84.0,758.0,9.02,5.0,7.0,4.0,5,,,97,181.4,188.4,139.4,,49,,Jarvis Landry,jarvis landry,WR,WR,MIA,2014,75.0,0.8505050505050505,0.9386503067484663
125,Andrew Hawkins,CLE,WR,28,15,15.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,5.0,0.0,112.0,63.0,824.0,13.08,2.0,0.0,0.0,2,,,96,158.9,161.9,127.4,,50,,Andrew Hawkins,andrew hawkins,WR,WR,CLE,2014,103.0,0.793939393939394,0.9038854805725971
126,Drew Stanton,ARI,QB,30,9,8.0,132.0,240.0,1711.0,7.0,5.0,25.0,63.0,2.52,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0,,1.0,95,94.7,102.7,99.7,,32,,Drew Stanton,drew stanton,QB,QB,ARI,2014,178.0,0.6424242424242423,0.9371196754563894
127,Kenny Britt,STL,WR,26,16,13.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,7.0,0.0,84.0,48.0,748.0,15.58,3.0,0.0,0.0,3,,,94,142.2,145.2,118.2,,51,,Kenny Britt,kenny britt,WR,WR,STL,2014,120.0,0.7595959595959596,0.8916155419222904
128,Michael Crabtree,SFO,WR,27,16,16.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,108.0,68.0,698.0,10.26,4.0,0.0,0.0,4,,,94,162.2,165.2,128.2,,52,,Michael Crabtree,michael crabtree,WR,WR,SFO,2014,100.0,0.8,0.9079754601226994
129,Pierre Garcon,WAS,WR,28,16,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,105.0,68.0,752.0,11.06,3.0,0.0,0.0,3,,,93,161.2,164.2,127.2,,54,,Pierre Garcon,pierre garcon,WR,WR,WAS,2014,101.0,0.797979797979798,0.9059304703476483
130,Andre Holmes,OAK,WR,26,16,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,99.0,47.0,693.0,14.74,4.0,0.0,0.0,4,,,93,140.3,143.3,116.8,,53,,Andre Holmes,andre holmes,WR,WR,OAK,2014,122.0,0.7555555555555555,0.8895705521472392
131,Chris Johnson,NYJ,RB,29,16,6.0,0.0,0.0,0.0,0.0,0.0,155.0,663.0,4.28,1.0,34.0,24.0,151.0,6.29,1.0,1.0,1.0,2,,,91,115.4,122.4,103.4,,34,,Chris Johnson,chris johnson,RB,RB,NYJ,2014,153.0,0.692929292929293,0.9252525252525252
132,Trent Richardson,IND,RB,24,15,12.0,0.0,0.0,0.0,0.0,0.0,159.0,519.0,3.26,3.0,34.0,27.0,229.0,8.48,0.0,2.0,1.0,3,,,91,117.8,124.8,104.3,,35,,Trent Richardson,trent richardson,RB,RB,IND,2014,148.0,0.703030303030303,0.9272727272727272
133,Denard Robinson,JAX,RB,24,13,9.0,0.0,1.0,0.0,0.0,0.0,135.0,582.0,4.31,4.0,31.0,23.0,124.0,5.39,0.0,2.0,2.0,4,,,91,113.6,121.6,102.1,,36,,Denard Robinson,denard robinson,RB,RB,JAX,2014,156.0,0.6868686868686869,0.9232323232323232
134,Larry Donnell,NYG,TE,26,16,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,92.0,63.0,623.0,9.89,6.0,4.0,4.0,6,,,90,153.3,160.3,121.8,,12,,Larry Donnell,larry donnell,TE,TE,NYG,2014,109.0,0.7818181818181819,0.9777327935222672
135,Mike Glennon,TAM,QB,25,6,5.0,117.0,203.0,1417.0,10.0,6.0,10.0,49.0,4.9,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0,,,90,89.6,98.6,95.6,,33,,Mike Glennon,mike glennon,QB,QB,TAM,2014,188.0,0.6222222222222222,0.9330628803245437
136,Shaun Hill,STL,QB,34,9,8.0,145.0,229.0,1657.0,8.0,7.0,10.0,10.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,1,,,89,90.3,101.3,96.8,,34,,Shaun Hill,shaun hill,QB,QB,STL,2014,187.0,0.6242424242424243,0.9350912778904665
137,Dwayne Allen,IND,TE,24,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,50.0,29.0,395.0,13.62,8.0,1.0,0.0,8,,,88,116.5,119.5,102.0,,13,,Dwayne Allen,dwayne allen,TE,TE,IND,2014,151.0,0.696969696969697,0.9635627530364372
138,LeGarrette Blount,2TM,RB,28,16,1.0,0.0,0.0,0.0,0.0,0.0,125.0,547.0,4.38,5.0,12.0,10.0,54.0,5.4,0.0,1.0,1.0,5,,,88,98.1,102.1,93.1,,37,,LeGarrette Blount,legarrette blount,RB,RB,2TM,2014,171.0,0.6565656565656566,0.9131313131313131
139,Kirk Cousins,WAS,QB,26,6,5.0,126.0,204.0,1710.0,10.0,9.0,7.0,20.0,2.86,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0,,,88,88.4,102.4,97.4,,35,,Kirk Cousins,kirk cousins,QB,QB,WAS,2014,189.0,0.6202020202020202,0.9310344827586207
140,Larry Fitzgerald,ARI,WR,31,14,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,103.0,63.0,784.0,12.44,2.0,1.0,1.0,2,,,88,151.4,155.4,119.9,,55,,Larry Fitzgerald,larry fitzgerald,WR,WR,ARI,2014,112.0,0.7757575757575758,0.8977505112474438
141,Reggie Wayne,IND,WR,36,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,116.0,64.0,779.0,12.17,2.0,1.0,1.0,2,,,88,151.9,155.9,119.9,,56,,Reggie Wayne,reggie wayne,WR,WR,IND,2014,111.0,0.7777777777777778,0.899795501022495
142,Robert Griffin III,WAS,QB,24,9,7.0,147.0,214.0,1694.0,4.0,6.0,38.0,176.0,4.63,1.0,0.0,0.0,0.0,,0.0,9.0,4.0,1,,,87,87.4,103.4,93.4,,36,,Robert Griffin III,robert griffin iii,QB,QB,WAS,2014,192.0,0.6141414141414141,0.9290060851926978
143,Charlie Whitehurst,TEN,QB,32,7,5.0,105.0,185.0,1326.0,7.0,2.0,20.0,90.0,4.5,0.0,0.0,0.0,10.0,,0.0,3.0,0.0,0,,,87,87.0,92.0,89.0,,37,,Charlie Whitehurst,charlie whitehurst,QB,QB,TEN,2014,194.0,0.61010101010101,0.9269776876267748
144,Brandin Cooks,NOR,WR,21,10,7.0,0.0,0.0,0.0,0.0,0.0,7.0,73.0,10.43,1.0,69.0,53.0,550.0,10.38,3.0,1.0,0.0,4,,,86,139.3,142.3,112.8,,57,,Brandin Cooks,brandin cooks,WR,WR,NOR,2014,124.0,0.7515151515151515,0.8875255623721882
145,Zach Ertz,PHI,TE,24,16,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,89.0,58.0,702.0,12.1,3.0,1.0,1.0,3,,,86,144.2,148.2,115.2,,14,,Zach Ertz,zach ertz,TE,TE,PHI,2014,119.0,0.7616161616161616,0.9757085020242915
146,Roy Helu,WAS,RB,26,14,0.0,0.0,0.0,0.0,0.0,0.0,40.0,216.0,5.4,1.0,47.0,42.0,477.0,11.36,2.0,2.0,1.0,3,,,85,127.3,134.3,106.3,,38,,Roy Helu,roy helu,RB,RB,WAS,2014,136.0,0.7272727272727273,0.9393939393939394
147,Darren McFadden,OAK,RB,27,16,12.0,0.0,1.0,0.0,0.0,0.0,155.0,534.0,3.45,2.0,56.0,36.0,212.0,5.89,0.0,1.0,1.0,2,,,85,120.6,127.6,102.6,,39,,Darren McFadden,darren mcfadden,RB,RB,OAK,2014,143.0,0.7131313131313131,0.9292929292929293
148,Alfred Blue,HOU,RB,23,16,3.0,0.0,0.0,0.0,0.0,0.0,169.0,528.0,3.12,2.0,18.0,15.0,113.0,7.53,1.0,0.0,0.0,3,,,82,97.1,103.1,89.6,,40,,Alfred Blue,alfred blue,RB,RB,HOU,2014,172.0,0.6545454545454545,0.9111111111111111
149,Jared Cook,STL,TE,27,16,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,99.0,52.0,634.0,12.19,3.0,0.0,0.0,3,,,81,133.4,136.4,107.4,,15,,Jared Cook,jared cook,TE,TE,STL,2014,130.0,0.7393939393939394,0.9696356275303644
150,Ronnie Hillman,DEN,RB,23,8,4.0,0.0,0.0,0.0,0.0,0.0,106.0,434.0,4.09,3.0,34.0,21.0,139.0,6.62,1.0,1.0,0.0,4,,,81,102.3,108.3,91.8,,41,,Ronnie Hillman,ronnie hillman,RB,RB,DEN,2014,166.0,0.6666666666666667,0.9151515151515152
151,Benny Cunningham,STL,RB,24,16,2.0,0.0,0.0,0.0,0.0,0.0,66.0,246.0,3.73,3.0,52.0,45.0,352.0,7.82,1.0,2.0,2.0,4,,,80,124.8,132.8,102.3,,42,,Benny Cunningham,benny cunningham,RB,RB,STL,2014,138.0,0.7232323232323232,0.9373737373737374
152,Charles Clay,MIA,TE,25,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,84.0,58.0,605.0,10.43,3.0,0.0,0.0,3,,,79,136.5,139.5,107.5,,16,,Charles Clay,charles clay,TE,TE,MIA,2014,127.0,0.7454545454545455,0.97165991902834
153,Percy Harvin,2TM,WR,26,13,12.0,0.0,0.0,0.0,0.0,0.0,33.0,202.0,6.12,1.0,78.0,51.0,483.0,9.47,1.0,3.0,1.0,2,,,79,129.5,136.5,104.0,,58,,Percy Harvin,percy harvin,WR,WR,2TM,2014,134.0,0.7313131313131314,0.8793456032719836
154,Bobby Rainey,TAM,RB,27,15,5.0,0.0,1.0,0.0,0.0,0.0,94.0,406.0,4.32,1.0,45.0,33.0,315.0,9.55,1.0,3.0,3.0,2,,,78,111.1,120.1,94.6,,44,,Bobby Rainey,bobby rainey,RB,RB,TAM,2014,158.0,0.6828282828282828,0.9191919191919192
155,Bishop Sankey,TEN,RB,22,16,9.0,0.0,0.0,0.0,0.0,0.0,152.0,569.0,3.74,2.0,23.0,18.0,133.0,7.39,0.0,2.0,2.0,2,,,78,96.2,104.2,87.2,,43,,Bishop Sankey,bishop sankey,RB,RB,TEN,2014,174.0,0.6505050505050505,0.9090909090909091
156,Pierre Thomas,NOR,RB,30,11,3.0,0.0,0.0,0.0,0.0,0.0,45.0,222.0,4.93,2.0,55.0,45.0,378.0,8.4,1.0,0.0,0.0,3,,,78,123.0,129.0,100.5,,45,,Pierre Thomas,pierre thomas,RB,RB,NOR,2014,140.0,0.7191919191919192,0.9353535353535354
157,Markus Wheaton,PIT,WR,23,16,11.0,0.0,0.0,0.0,0.0,0.0,4.0,19.0,4.75,0.0,86.0,53.0,644.0,12.15,2.0,0.0,0.0,2,,,78,131.3,134.3,104.8,,59,,Markus Wheaton,markus wheaton,WR,WR,PIT,2014,132.0,0.7353535353535354,0.8834355828220859
158,Jarius Wright,MIN,WR,25,16,7.0,0.0,0.0,0.0,0.0,0.0,5.0,71.0,14.2,0.0,62.0,42.0,588.0,14.0,2.0,0.0,0.0,2,,,78,119.9,122.9,98.9,,60,,Jarius Wright,jarius wright,WR,WR,MIN,2014,145.0,0.7090909090909091,0.8732106339468303
159,Owen Daniels,BAL,TE,32,15,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,79.0,48.0,527.0,10.98,4.0,0.0,0.0,4,,,77,124.7,127.7,100.7,,17,,Owen Daniels,owen daniels,TE,TE,BAL,2014,139.0,0.7212121212121212,0.9655870445344129
160,Nate Washington,TEN,WR,31,16,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,72.0,40.0,647.0,16.18,2.0,0.0,0.0,2,,,77,116.7,119.7,96.7,,61,,Nate Washington,nate washington,WR,WR,TEN,2014,150.0,0.698989898989899,0.8670756646216768
161,Jermaine Gresham,CIN,TE,26,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,79.0,62.0,460.0,7.42,5.0,3.0,0.0,5,,,76,138.0,141.0,107.0,,18,,Jermaine Gresham,jermaine gresham,TE,TE,CIN,2014,126.0,0.7474747474747474,0.9736842105263158
162,Dwayne Bowe,KAN,WR,30,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,95.0,60.0,754.0,12.57,0.0,2.0,0.0,0,,,75,135.4,138.4,105.4,,62,,Dwayne Bowe,dwayne bowe,WR,WR,KAN,2014,128.0,0.7434343434343434,0.885480572597137
163,Mychal Rivera,OAK,TE,24,16,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,99.0,58.0,534.0,9.21,4.0,3.0,1.0,4,,,75,133.4,137.4,104.4,,19,,Mychal Rivera,mychal rivera,TE,TE,OAK,2014,130.0,0.7393939393939394,0.9696356275303644
164,Riley Cooper,PHI,WR,27,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,95.0,55.0,577.0,10.49,3.0,1.0,1.0,3,,,74,128.7,132.7,101.2,,63,,Riley Cooper,riley cooper,WR,WR,PHI,2014,135.0,0.7292929292929293,0.8773006134969326
